Hakusana	Sanaluokat	count
takuu	substantiivi	3323
aloituspaikka	substantiivi	3322
otso	substantiivi	3322
räätälöidä	verbi	3322
liikennejärjestely	substantiivi	3321
kariutua	verbi	3320
komeasti	adverbi	3319
päällimmäinen	adjektiivi	3319
teräase	substantiivi	3319
pikkukaupunki	substantiivi	3318
reppu	substantiivi	3318
kaide	substantiivi	3317
värittää	verbi	3316
kaakko	substantiivi	3315
varalle	postpositio, adverbi	3312
perusturva	substantiivi	3309
alkusyksy	substantiivi	3308
joustaa	verbi	3308
sivistys	substantiivi	3308
ammattijärjestö	substantiivi	3307
ripustaa	verbi	3307
julkkis	substantiivi	3306
rajavartija	substantiivi	3305
seutukunta	substantiivi	3305
salaatti	substantiivi	3304
uskollinen	adjektiivi	3303
vaikutusvaltainen	adjektiivi	3303
solu	substantiivi	3302
talvikausi	substantiivi	3302
raiskata	verbi	3301
tšekki	substantiivi	3301
kulkija	substantiivi	3300
parvi	substantiivi*	3300
tuplata	verbi	3300
kannus	substantiivi*	3299
astella	verbi	3298
kiinniotto	substantiivi	3298
neuvonta	substantiivi	3298
nolo	adjektiivi	3298
heikosti	adverbi	3296
laulukilpailu	substantiivi	3296
lyhytelokuva	substantiivi	3296
anto	substantiivi	3295
pelastua	verbi	3294
evakuointi	substantiivi	3293
syyskausi	substantiivi	3293
ympärivuotinen	adjektiivi	3293
helteinen	adjektiivi	3290
ammentaa	verbi	3289
merivesi	substantiivi	3289
metso	substantiivi	3288
tutkimusryhmä	substantiivi	3288
velkoja	substantiivi	3288
väitellä	verbi	3288
kokaiini	substantiivi	3284
ratsia	substantiivi	3284
laiminlyödä	verbi	3280
kuohua	verbi	3277
trauma	substantiivi	3277
ikimuistoinen	adjektiivi	3276
yleisömäärä	substantiivi	3276
vahingonteko	substantiivi	3275
kolmekymppinen	adjektiivi	3274
tunteikas	adjektiivi	3274
bensiini	substantiivi	3272
etujärjestö	substantiivi	3272
kamara	substantiivi	3271
allergia	substantiivi	3269
terä	substantiivi	3269
viipyä	verbi	3268
bonus	substantiivi	3266
päärooli	substantiivi	3266
harakka	substantiivi	3265
jatkosota	substantiivi	3265
tietokirjailija	substantiivi	3265
asetella	verbi	3264
häkki	substantiivi	3264
piippo	substantiivi	3264
väitöstutkimus	substantiivi	3264
yhteisöllinen	adjektiivi	3264
kiinnittyä	verbi	3263
riidellä	verbi	3263
ulosmarssi	substantiivi	3260
suomalaisittain	adverbi	3259
pienimuotoinen	adjektiivi	3257
turkki	substantiivi*	3255
tuulinen	adjektiivi	3254
unelmoida	verbi	3254
luonnonsuojelualue	substantiivi	3251
pronssimitali	substantiivi	3250
varatoimitusjohtaja	substantiivi	3250
kouluttautua	verbi	3249
viemäri	substantiivi	3249
kuivata	verbi	3247
liigaottelu	substantiivi	3247
ammattikoulu	substantiivi	3246
alustavasti	adverbi	3245
hoitua	verbi	3245
paneeli	substantiivi	3245
jäämeri	substantiivi	3244
sankka	adjektiivi	3243
rajoittua	verbi	3242
kolmisen	numeraali	3241
soitella	verbi	3241
tutkimustieto	substantiivi	3241
vaeltaa	verbi	3239
edelläkävijä	substantiivi	3238
päinvastainen	adjektiivi	3238
tuulla	verbi	3238
välikysymys	substantiivi	3238
riista	substantiivi	3237
venäjänkielinen	adjektiivi	3235
käyttötarkoitus	substantiivi	3234
majoittua	verbi	3234
mönkijä	substantiivi	3233
arkkitehti	substantiivi	3232
kasvattaja	substantiivi	3230
keväinen	adjektiivi	3229
kirpputori	substantiivi	3229
suoriutua	verbi	3227
tekstiili	substantiivi	3227
isäntämaa	substantiivi	3226
loputon	adjektiivi	3226
tiheä	adjektiivi	3226
kärsivällisyys	substantiivi	3225
puolisko	substantiivi	3225
oikeanlainen	adjektiivi	3221
opetusministeriö	substantiivi	3221
thaimaalainen	adjektiivi, substantiivi	3218
kiertotie	substantiivi	3217
lupailla	verbi	3216
osittainen	adjektiivi	3215
paalupaikka	substantiivi	3215
yhdistellä	verbi	3215
upseeri	substantiivi	3212
emo	substantiivi	3211
arvostelija	substantiivi	3210
virkavelvollisuus	substantiivi	3208
soul	substantiivi	3207
erikoiskoe	substantiivi	3206
kulttuurikeskus	substantiivi	3205
tutkimusprofessori	substantiivi	3204
myhäillä	verbi	3203
kartoitus	substantiivi	3202
ruuhkauttaa	verbi	3202
villisika	substantiivi	3202
peitellä	verbi	3200
sarka	substantiivi*	3200
keskisuuri	adjektiivi	3199
kantautua	verbi	3198
kiristys	substantiivi	3197
jonnekin	adverbi	3193
kontrolli	substantiivi	3192
perusasia	substantiivi	3192
vaikute	substantiivi	3191
tango	substantiivi	3190
kino	substantiivi	3187
järjetön	adjektiivi, substantiivi	3186
kassi	substantiivi	3186
ajokielto	substantiivi	3184
omaksua	verbi	3181
alokas	substantiivi	3180
katkera	adjektiivi	3180
oikeudenmukainen	adjektiivi	3179
herätellä	verbi	3177
iltavuoro	substantiivi	3177
seassa	postpositio, adverbi	3175
sukellusvene	substantiivi	3175
kurkistaa	verbi	3172
viivästys	substantiivi	3171
vyö	substantiivi	3171
analyytikko	substantiivi	3170
sotarikos	substantiivi	3170
liikkuja	substantiivi	3169
työväki	substantiivi	3169
laitteisto	substantiivi	3168
niemi	substantiivi	3168
ylitse	postpositio, adverbi, prepositio	3168
viestintäministeriö	substantiivi	3167
yläaste	substantiivi	3167
kosto	substantiivi	3166
tuottavuus	substantiivi	3163
laskenta	substantiivi	3162
leima	substantiivi	3162
ravinne	substantiivi	3162
poltto	substantiivi	3161
vastahyökkäys	substantiivi	3159
bongata	verbi	3157
nyrkkeily	substantiivi	3157
hetkellisesti	adverbi	3156
huveta	verbi	3155
sumu	substantiivi	3155
herkullinen	adjektiivi	3154
kehotus	substantiivi	3154
porkkana	substantiivi	3154
etumatka	substantiivi	3150
kaapeli	substantiivi	3150
talouspolitiikka	substantiivi	3150
altis	adjektiivi	3148
lapsenlapsi	substantiivi	3148
pylväs	substantiivi	3148
vuokranantaja	substantiivi	3148
hanki	substantiivi	3147
vastoinkäyminen	substantiivi	3147
viheltää	verbi	3145
koristaa	verbi	3144
aktivoida	verbi	3143
työllisyysaste	substantiivi	3141
luistelu	substantiivi	3140
jäätelö	substantiivi	3138
vastakkainasettelu	substantiivi	3138
virtaama	substantiivi	3137
lohduttaa	verbi	3136
kehittäjä	substantiivi	3135
torvi	substantiivi	3135
hoitopaikka	substantiivi	3134
tammi	substantiivi*	3134
liikennevalo	substantiivi	3132
yhtenäisyys	substantiivi	3131
epämääräinen	adjektiivi	3130
kiinnitys	substantiivi	3127
luomu	substantiivi	3127
marjanpoimija	substantiivi	3126
hilkka	substantiivi	3125
pila	substantiivi	3124
nauta	substantiivi	3123
hämmästyttää	verbi	3121
palatsi	substantiivi	3121
käännös	substantiivi	3120
monipuolisesti	adverbi	3120
järjestyksenvalvoja	substantiivi	3119
levittäytyä	verbi	3119
vilkastua	verbi	3117
turvallisuuspoliittinen	adjektiivi	3116
matkustajakone	substantiivi	3114
merimetso	substantiivi	3114
saapas	substantiivi	3114
pakki	substantiivi*	3112
hyväntekeväisyys	substantiivi	3111
maavoimat	substantiivi	3111
tukahduttaa	verbi	3111
välittyä	verbi	3111
pahentua	verbi	3110
tähdentää	verbi	3110
ihmisoikeus	substantiivi	3109
marginaali	substantiivi	3109
tentti	substantiivi	3109
valvoja	substantiivi	3109
hävetä	verbi	3108
pujottelu	substantiivi	3108
siivooja	substantiivi	3108
päätöspäivä	substantiivi	3106
kulkuneuvo	substantiivi	3105
ajokaista	substantiivi	3104
työläs	adjektiivi	3103
lomailla	verbi	3102
joululahja	substantiivi	3100
kyteä	verbi	3100
tarjouskilpailu	substantiivi	3100
valtaus	substantiivi	3099
säännös	substantiivi	3098
suorituskyky	substantiivi	3097
aseistautua	verbi	3096
divisioona	substantiivi	3095
kiehtova	adjektiivi	3095
kipeästi	adverbi	3095
vapaapotku	substantiivi	3095
väittely	substantiivi	3094
kotoa	adverbi	3093
vaalivoitto	substantiivi	3093
tilikausi	substantiivi	3092
perillä	adverbi	3091
iltaisin	adverbi	3090
muotokuva	substantiivi	3090
tietotekniikka	substantiivi	3090
kehitystyö	substantiivi	3087
maanalainen	adjektiivi, substantiivi	3086
ammus	substantiivi	3085
sukia	verbi	3085
lumilautailu	substantiivi	3084
seistä	verbi	3084
kukinta	substantiivi	3082
savolainen	adjektiivi, substantiivi	3082
selittyä	verbi	3082
infrastruktuuri	substantiivi	3081
lamppu	substantiivi	3081
multa	substantiivi	3081
virtaus	substantiivi	3079
hätänumero	substantiivi	3078
mauste	substantiivi	3078
oikaista	verbi	3078
taktinen	adjektiivi	3078
vesilaitos	substantiivi	3078
filmi	substantiivi	3076
huivi	substantiivi	3075
lausuntokierros	substantiivi	3075
lennosto	substantiivi	3075
sellu	substantiivi	3075
sovitella	verbi	3074
kauppahinta	substantiivi	3073
työttömyysturva	substantiivi	3072
vaurioittaa	verbi	3072
rynnätä	verbi	3071
salkku	substantiivi	3071
selata	verbi	3069
kertoma	substantiivi	3068
linnoitus	substantiivi	3068
yhtiöittää	verbi	3068
piristyä	verbi	3066
rullata	verbi	3066
työterveyshuolto	substantiivi	3066
miellyttävä	adjektiivi	3065
kilpa	substantiivi	3064
tsunami	substantiivi	3060
hihamerkki	substantiivi	3059
joululaulu	substantiivi	3059
turvallisuuspolitiikka	substantiivi	3059
vety	substantiivi	3059
johtajuus	substantiivi	3058
umpeutua	verbi	3058
haista	verbi	3056
työmäärä	substantiivi	3056
riittämätön	adjektiivi	3055
hakuaika	substantiivi	3053
kirjava	adjektiivi, substantiivi	3053
puutalo	substantiivi	3053
enkeli	substantiivi	3052
niittää	verbi	3052
tapaninpäivä	substantiivi	3052
urakoida	verbi	3052
pesintä	substantiivi	3051
työehto	substantiivi	3051
huolia	verbi	3047
nokka	substantiivi	3047
sekaantua	verbi	3045
valtameri	substantiivi	3045
revetä	verbi	3044
kuumentaa	verbi	3043
eksoottinen	adjektiivi	3042
osio	substantiivi	3041
pirteä	adjektiivi	3040
hiljentyä	verbi	3039
hirvittävä	adjektiivi	3038
rumpali	substantiivi	3038
hotellihuone	substantiivi	3037
kiina	substantiivi	3037
mieliala	substantiivi	3036
hoitoala	substantiivi	3035
sopraano	substantiivi	3035
kirjastoauto	substantiivi	3033
huipputaso	substantiivi	3032
juristi	substantiivi	3032
kuljetusala	substantiivi	3030
logistiikka	substantiivi	3030
jättäytyä	verbi	3029
koulumatka	substantiivi	3029
osa-aikainen	adjektiivi	3029
ääretön	adjektiivi, substantiivi	3029
lietsoa	verbi	3028
keskustelija	substantiivi	3027
konsti	substantiivi	3026
oireilla	verbi	3026
hallinnollinen	adjektiivi	3024
salaa	adverbi	3024
haja-asutusalue	substantiivi	3023
pitkäaikaistyötön	adjektiivi, substantiivi	3023
vaakalauta	substantiivi	3023
debyytti	substantiivi	3022
toiminnallinen	adjektiivi	3022
ohitse	adverbi, postpositio	3021
vihjata	verbi	3021
etuus	substantiivi	3020
arkisin	adverbi	3017
kulttuurinen	adjektiivi	3016
pihamaa	substantiivi	3016
terveystarkastus	substantiivi	3016
paukku	substantiivi	3015
tiukentua	verbi	3015
sormus	substantiivi	3014
arkeologinen	adjektiivi	3011
pitkäkestoinen	adjektiivi	3011
graffiti	substantiivi	3010
jokapäiväinen	adjektiivi	3010
kuvataide	substantiivi	3010
murehtia	verbi	3010
muutostyö	substantiivi	3010
uniikki	adjektiivi	3010
romanttinen	adjektiivi	3009
rumpu	substantiivi	3008
mielentilatutkimus	substantiivi	3006
kansannousu	substantiivi	3004
takaraja	substantiivi	3004
risteily	substantiivi	3003
uraani	substantiivi	3003
sukunimi	substantiivi	3002
valhe	substantiivi	3001
puolittaa	verbi	3000
pistemies	substantiivi	2999
kuutiometri	substantiivi	2998
aurinkovoimala	substantiivi	2995
hurmata	verbi	2995
kerran	adverbi	2994
panssarivaunu	substantiivi	2994
lohtu	substantiivi	2993
siistiä	verbi	2993
välittäjä	substantiivi	2993
kattila	substantiivi	2991
just	adverbi	2990
linja-autoasema	substantiivi	2990
riesa	substantiivi	2989
innostunut	adjektiivi	2988
sadekuuro	substantiivi	2986
aukiolo	substantiivi	2985
keuhko	substantiivi	2985
luistin	substantiivi	2985
päältä	postpositio, adverbi	2985
yhteydenpito	substantiivi	2985
korvaaja	substantiivi	2982
varallisuus	substantiivi	2982
edesauttaa	verbi	2980
hyppääjä	substantiivi	2980
saneeraus	substantiivi	2979
tietovuoto	substantiivi	2979
henkilökuva	substantiivi	2978
pipo	substantiivi	2978
tippa	substantiivi	2978
ketterä	adjektiivi	2977
yläkoululainen	substantiivi	2977
julistus	substantiivi	2976
tilastoida	verbi	2976
perusteellisesti	adverbi	2975
lannoite	substantiivi	2974
puntaroida	verbi	2974
valtti	substantiivi	2974
lajiliitto	substantiivi	2973
vastarinta	substantiivi	2973
normi	substantiivi	2972
kommunistinen	adjektiivi	2971
tulostaa	verbi	2970
sisar	substantiivi	2968
ylipaino	substantiivi	2968
korkki	substantiivi	2966
panimo	substantiivi	2964
rauhanneuvottelut	substantiivi	2964
ympyrä	substantiivi	2964
ainu	substantiivi	2962
musiikkiopisto	substantiivi	2961
soundi	substantiivi	2961
tv-lähetys	substantiivi	2961
päiväsakko	substantiivi	2959
apuväline	substantiivi	2958
saali	substantiivi	2958
hassu	adjektiivi, substantiivi	2957
tarkalleen	adverbi	2957
raivo	substantiivi, adjektiivi	2955
puristus	substantiivi	2954
dominoida	verbi	2953
kantaesitys	substantiivi	2953
teräs	substantiivi	2953
suomalaisuus	substantiivi	2949
ajanjakso	substantiivi	2948
musiikkijuhla	substantiivi	2948
tuotantoyhtiö	substantiivi	2948
ystävällinen	adjektiivi	2948
abiturientti	substantiivi	2947
nojalla	postpositio	2946
viitisen	numeraali	2946
kuntoutua	verbi	2945
autotalli	substantiivi	2944
baletti	substantiivi	2943
vedenjakelu	substantiivi	2941
varttua	verbi	2940
alleviivata	verbi	2939
nokkakolari	substantiivi	2939
kopio	substantiivi	2937
perävaunu	substantiivi	2935
pysähdys	substantiivi	2935
ylpeys	substantiivi	2935
harmillinen	adjektiivi	2934
kummuta	verbi	2932
läpiajo	substantiivi	2931
side	substantiivi	2931
sponsori	substantiivi	2931
oikeusjuttu	substantiivi	2930
reservi	substantiivi	2929
elastinen	adjektiivi	2928
diktaattori	substantiivi	2927
ranking	substantiivi	2927
tyydyttää	verbi	2927
kalasatama	substantiivi	2925
suotuisa	adjektiivi	2925
länsiosa	substantiivi	2924
laakso	substantiivi	2923
tieliikenne	substantiivi	2923
tyyni	adjektiivi, substantiivi	2923
murto-osa	substantiivi	2921
syrjäinen	adjektiivi	2921
kohottaa	verbi	2920
naaras	substantiivi	2919
rankkari	substantiivi	2919
suurkaupunki	substantiivi	2918
kotipiha	substantiivi	2917
maakuntahallitus	substantiivi	2917
uhkakuva	substantiivi	2917
pyynti	substantiivi	2916
viulisti	substantiivi	2916
gallup	substantiivi	2915
koostaa	verbi	2915
oloinen	adjektiivi	2915
utelias	adjektiivi, substantiivi	2915
animaatio	substantiivi	2914
roimasti	adverbi	2914
maaliviiva	substantiivi*	2913
matalapaine	substantiivi	2912
kaksikymmentä	numeraali	2911
infektio	substantiivi	2909
kurki	substantiivi	2908
nova	substantiivi	2907
kivihiili	substantiivi	2906
rehu	substantiivi	2906
toukka	substantiivi	2906
kustantaja	substantiivi	2905
vilpas	adjektiivi	2905
suutari	substantiivi	2904
psykiatria	substantiivi	2903
ilahtua	verbi	2902
traaginen	adjektiivi	2902
maistaa	verbi	2901
poliisitutkinta	substantiivi	2901
liikenneministeri	substantiivi	2898
emeritusprofessori	substantiivi	2897
itsestäänselvyys	substantiivi	2897
työrauha	substantiivi	2897
puolukka	substantiivi	2895
sahata	verbi	2895
alapuoli	substantiivi	2893
ryöstäjä	substantiivi	2891
aavistus	substantiivi	2890
samainen	adjektiivi	2890
työkone	substantiivi	2890
suututtaa	verbi	2889
sivuta	verbi	2888
roskis	substantiivi	2887
indeksi	substantiivi	2885
megawatti	substantiivi	2885
toimipaikka	substantiivi	2885
arvaamaton	adjektiivi	2881
olympiamitali	substantiivi	2881
ranska	substantiivi	2881
uros	substantiivi	2881
teloittaa	verbi	2880
hintataso	substantiivi	2879
asuttaa	verbi	2878
kasvihuone	substantiivi	2878
moite	substantiivi	2878
sähkökatkos	substantiivi	2878
lanseerata	verbi	2876
paljastus	substantiivi	2876
kevättalvi	substantiivi	2875
metsätalous	substantiivi	2874
paheksua	verbi	2874
tuhopoltto	substantiivi	2874
tukku	substantiivi	2874
liikkuvuus	substantiivi	2873
pelastustyö	substantiivi	2873
puoleinen	adjektiivi	2873
puolittua	verbi	2873
hiertää	verbi	2870
luokkahuone	substantiivi	2870
jarru	substantiivi	2866
maukas	adjektiivi	2866
kotietsintä	substantiivi	2865
työmarkkinajärjestö	substantiivi	2864
rehellisesti	adverbi	2862
teline	substantiivi	2862
hereillä	adverbi	2860
kaupunkipyörä	substantiivi	2860
menekki	substantiivi	2860
mieluinen	adjektiivi	2859
ylijäämä	substantiivi	2859
alkoholijuoma	substantiivi	2857
mieluiten	adverbi	2857
suurvalta	substantiivi	2857
sinnitellä	verbi	2856
välimatka	substantiivi	2855
putti	substantiivi	2854
maksaja	substantiivi	2853
äänittää	verbi	2853
ennallistaa	verbi	2852
lykkääntyä	verbi	2852
huonontua	verbi	2851
avauskokoonpano	substantiivi	2849
kauttaaltaan	adverbi	2848
radiokanava	substantiivi	2848
työväenpuolue	substantiivi	2848
jollainen	adjektiivi	2846
häviäjä	substantiivi	2843
valuuttarahasto	substantiivi	2841
aurata	verbi	2840
paukkua	verbi	2839
levyttää	verbi	2837
markka	substantiivi	2837
torppa	substantiivi	2837
seuraamus	substantiivi	2836
valkokangas	substantiivi	2836
lajitella	verbi	2834
puuska	substantiivi	2834
luistelija	substantiivi	2833
ponnistus	substantiivi	2833
sanonta	substantiivi	2833
siirtymäaika	substantiivi	2831
kinkku	substantiivi	2830
kuolinsyy	substantiivi	2830
valjastaa	verbi	2830
liputtaa	verbi	2828
rajanylitys	substantiivi	2828
maankäyttö	substantiivi	2827
mäkiviikko	substantiivi	2827
shokki	substantiivi	2825
kapina	substantiivi	2824
keppi	substantiivi	2824
viittomakieli	substantiivi	2823
puolikas	substantiivi	2822
tahallinen	adjektiivi	2822
huoata	verbi	2820
koriste	substantiivi	2819
nihkeä	adjektiivi	2819
tv-kanava	substantiivi	2819
hyppiä	verbi	2818
kalatie	substantiivi	2817
tomaatti	substantiivi	2817
musa	substantiivi	2816
kantapää	substantiivi	2815
mekko	substantiivi	2815
näköpiiri	substantiivi	2815
purkki	substantiivi	2815
poski	substantiivi	2814
viranhaltija	substantiivi	2814
kunnianloukkaus	substantiivi	2813
turhauttaa	verbi	2812
turismi	substantiivi	2812
hengityssuojain	substantiivi	2810
tykki	substantiivi*	2809
hyllyttää	verbi*	2808
koordinaattori	substantiivi	2807
aikomus	substantiivi	2806
elin	substantiivi	2806
kastella	verbi	2806
kauppakatu	substantiivi	2806
status	substantiivi	2806
taajuus	substantiivi	2806
sujuva	adjektiivi	2805
luonnonvara	substantiivi	2804
sekoittua	verbi	2804
potkaista	verbi	2803
koulutusohjelma	substantiivi	2802
muikku	substantiivi	2802
maailmantalous	substantiivi	2801
pohdiskella	verbi	2801
maja	substantiivi	2800
polvivamma	substantiivi	2799
karja	substantiivi	2798
puolustautua	verbi	2797
kullata	verbi	2796
saamenkielinen	adjektiivi	2796
harvinaisuus	substantiivi	2794
määräytyä	verbi	2794
pulma	substantiivi	2794
rajapyykki	substantiivi	2794
nukke	substantiivi	2793
diplomaattinen	adjektiivi	2792
esittäytyä	verbi	2792
innoittaa	verbi	2792
jyllätä	verbi	2791
komissaari	substantiivi	2791
krooninen	adjektiivi	2789
matkakeskus	substantiivi	2789
tulittaa	verbi	2789
epäreilu	adjektiivi	2788
suuttua	verbi	2788
vastaisesti	adverbi	2788
alkusarja	substantiivi	2787
periksi	adverbi	2787
ylityö	substantiivi	2787
poronhoitoalue	substantiivi	2786
kotisivu	substantiivi	2785
äijä	substantiivi	2785
muovinen	adjektiivi	2784
ruotia	verbi	2784
etsivä	substantiivi	2783
upeasti	adverbi	2783
ennakkoääni	substantiivi	2782
kotiutua	verbi	2782
valtiontalous	substantiivi	2782
nuija	substantiivi, adjektiivi	2781
salakuljettaa	verbi	2781
tuomiokapituli	substantiivi	2781
yhteisövero	substantiivi	2781
spekulaatio	substantiivi	2780
varvas	substantiivi	2780
lyhetä	verbi	2779
skenaario	substantiivi	2776
vuoropuhelu	substantiivi	2775
haloo	interjektio, substantiivi	2774
majailla	verbi	2770
bileet	substantiivi	2769
teurastamo	substantiivi	2769
työmies	substantiivi	2769
keskitys	substantiivi	2768
kuluttajavirasto	substantiivi	2767
sosiaalipalvelu	substantiivi	2767
dynamo	substantiivi	2766
idoli	substantiivi	2766
varustamo	substantiivi	2765
havainnekuva	substantiivi	2763
paperiton	adjektiivi, substantiivi	2763
sademäärä	substantiivi	2763
salasana	substantiivi	2763
huoltotyö	substantiivi	2762
jälkeenpäin	adverbi	2762
kirjaus	substantiivi	2762
väkivallanteko	substantiivi	2761
päätavoite	substantiivi	2760
silakka	substantiivi	2760
armoton	adjektiivi	2759
luotettavuus	substantiivi	2759
tv-ohjelma	substantiivi	2759
syksyinen	adjektiivi	2757
taika	substantiivi	2757
vilkkaasti	adverbi	2757
nukahtaa	verbi	2756
valaa	verbi	2756
onnellisuus	substantiivi	2755
säteily	substantiivi	2755
voimakkuus	substantiivi	2755
oikeuskäsittely	substantiivi	2754
ramppi	substantiivi	2753
valkea	adjektiivi, substantiivi	2753
ahma	substantiivi	2752
katsaus	substantiivi	2752
näkymätön	adjektiivi	2752
ulkoilla	verbi	2752
kohentua	verbi	2751
olympiajoukkue	substantiivi	2750
räpätä	verbi*	2750
ulottuvuus	substantiivi	2750
painoarvo	substantiivi	2749
liito-orava	substantiivi	2748
pääsykoe	substantiivi	2748
savuta	verbi	2748
valkovenäläinen	adjektiivi, substantiivi	2748
värvätä	verbi	2748
jalkautua	verbi	2746
pitäjä	substantiivi	2746
puusto	substantiivi	2746
sara	substantiivi	2746
louhia	verbi	2744
hukassa	adverbi	2743
maailmanlista	substantiivi	2743
tovi	substantiivi	2742
tuntuva	adjektiivi	2741
valtiovalta	substantiivi	2741
ylioppilaskoe	substantiivi	2741
ympäristöjärjestö	substantiivi	2741
kilpailukykyinen	adjektiivi	2740
ala-aste	substantiivi	2739
ekaluokkalainen	substantiivi	2739
lähiruoka	substantiivi	2739
europarlamentti	substantiivi	2738
laidun	substantiivi	2738
huolellinen	adjektiivi	2737
kurri	substantiivi	2736
turvallisuuspalvelu	substantiivi	2736
suoranainen	adjektiivi	2734
vakoilu	substantiivi	2734
hyvitys	substantiivi	2732
sikäli	adverbi	2732
kuolleisuus	substantiivi	2731
jalkapallostadion	substantiivi	2730
loukku	substantiivi	2730
oikeudellinen	adjektiivi	2730
jäätie	substantiivi	2728
epätavallinen	adjektiivi	2727
nälkäinen	adjektiivi	2727
oppilasmäärä	substantiivi	2727
satakuntalainen	adjektiivi, substantiivi	2727
merivoimat	substantiivi	2724
miss	substantiivi	2724
romuttaa	verbi	2724
hautajaiset	substantiivi	2723
lastensairaala	substantiivi	2723
pukuhuone	substantiivi	2720
arpa	substantiivi	2718
kokoomuslainen	adjektiivi, substantiivi	2718
kuroa	verbi	2718
kuuntelu	substantiivi	2718
potilasturvallisuus	substantiivi	2717
vedellä	verbi	2717
opastus	substantiivi	2716
sitra	substantiivi	2715
lintuinfluenssa	substantiivi	2714
meteli	substantiivi	2714
räntä	substantiivi	2713
esteetön	adjektiivi	2712
lihava	adjektiivi	2712
rakennusyhtiö	substantiivi	2712
ilmanvaihto	substantiivi	2711
hoitotyö	substantiivi	2709
huudella	verbi	2709
radiouutiset	substantiivi	2708
vakiinnuttaa	verbi	2708
ai	interjektio	2705
häätää	verbi	2705
keskiaika	substantiivi	2705
synnyttäjä	substantiivi	2705
järkytys	substantiivi	2704
sotatoimi	substantiivi	2702
verho	substantiivi	2702
ensiksi	adverbi	2701
sivuuttaa	verbi	2699
ulko-ovi	substantiivi	2699
islamisti	substantiivi	2697
laillistaa	verbi	2697
rapistua	verbi	2697
leuto	adjektiivi	2696
osakseen		2696
salassa	adverbi	2696
sähköisesti	adverbi	2695
yhtälö	substantiivi	2694
joskin	konjunktio	2690
rasti	substantiivi	2690
leski	substantiivi	2688
tyhjetä	verbi	2687
yläkerta	substantiivi	2687
valtuus	substantiivi	2685
kostaa	verbi	2684
sanella	verbi	2684
lohkoa	verbi	2683
kappeli	substantiivi	2682
kopra	substantiivi	2682
avioero	substantiivi	2680
postilaatikko	substantiivi	2680
kaupunginkirjasto	substantiivi	2679
työnhaku	substantiivi	2679
uurna	substantiivi	2679
vähempi	adjektiivi, adverbi	2678
yöuni	substantiivi	2678
koulukiusaaminen	substantiivi	2677
instituutio	substantiivi	2676
kantakaupunki	substantiivi	2676
ainut	adjektiivi	2674
junavuoro	substantiivi	2674
salakuljetus	substantiivi	2674
ylhäältä	adverbi	2673
edustajainhuone	substantiivi	2672
hanhi	substantiivi	2672
katastrofaalinen	adjektiivi	2672
värinen	adjektiivi	2672
ansiosidonnainen	adjektiivi	2671
motivoitua	verbi	2671
hiihtolatu	substantiivi	2669
junarata	substantiivi	2668
rakennusliike	substantiivi	2668
joo	interjektio	2666
kärry	substantiivi	2666
kuohuttaa	verbi	2665
tahkota	verbi	2665
intohimoinen	adjektiivi	2664
muttei	rinnastuskonjunktio, kieltoverbi	2664
suurpujottelu	substantiivi	2664
loikata	verbi	2663
loppuvaihe	substantiivi	2663
ympäristöystävällinen	adjektiivi	2663
kyynelkaasu	substantiivi	2660
lukematon	adjektiivi	2660
yksimielisyys	substantiivi	2660
yllättäjä	substantiivi	2660
kanerva	substantiivi	2658
piirittää	verbi	2658
saati	konjunktio	2658
konkreettisesti	adverbi	2657
kopioida	verbi	2656
tulehdus	substantiivi	2656
lujaa	adverbi	2655
talousvesi	substantiivi	2655
kampanjointi	substantiivi	2654
tukka	substantiivi	2654
ihmisyys	substantiivi	2653
kouluikäinen	adjektiivi	2653
päätösvalta	substantiivi	2651
raide	substantiivi	2651
kyynele	substantiivi	2650
sinetti	substantiivi	2650
äärelle	postpositio	2650
hunaja	substantiivi	2646
komento	substantiivi	2646
nuotti	substantiivi	2646
omituinen	adjektiivi	2646
suure	substantiivi	2646
innokkaasti	adverbi	2645
tavaton	adjektiivi	2645
väliltä	postpositio, adverbi	2645
nyrkkeilijä	substantiivi	2644
kirves	substantiivi	2643
paneutua	verbi	2643
aktivoitua	verbi	2642
konstaapeli	substantiivi	2641
öinen	adjektiivi	2640
tiimoilta	postpositio	2639
kylvää	verbi	2638
laajuinen	adjektiivi	2638
muistio	substantiivi	2638
raitiotie	substantiivi	2638
ryhmittymä	substantiivi	2637
pohjoisosa	substantiivi	2636
kytkeytyä	verbi	2635
maustaa	verbi	2634
sadasosa	substantiivi	2634
proteiini	substantiivi	2633
säestää	verbi	2633
vanhanaikainen	adjektiivi, substantiivi	2632
velloa	verbi	2632
monitoimitalo	substantiivi	2631
oyj	substantiivi	2631
säväyttää	verbi	2631
avanto	substantiivi	2630
taltuttaa	verbi	2630
äityä	verbi	2630
kesätyöpaikka	substantiivi	2629
koveta	verbi	2629
pöllö	substantiivi, adjektiivi	2628
mielipidemittaus	substantiivi	2627
rattaat	substantiivi	2626
vuorotella	verbi	2626
kaksonen	substantiivi	2625
kyy	substantiivi	2625
minimoida	verbi	2625
pikkulapsi	substantiivi	2625
valokuvata	verbi	2625
vuosineljännes	substantiivi	2625
oivaltaa	verbi	2624
ehdokaslista	substantiivi	2622
kyläkauppa	substantiivi	2622
kirjakauppa	substantiivi	2620
