Hakusana	Sanaluokat	count
hauska	adjektiivi, substantiivi	22142
valtakunnallinen	adjektiivi	22137
mittainen	adjektiivi	22131
lukuinen	adjektiivi	22123
alkuperäinen	adjektiivi	21984
kaunis	adjektiivi	21937
tasainen	adjektiivi	21864
vasen	adjektiivi	21758
kiva	adjektiivi	21748
ilmi	adverbi, adjektiivi	21712
ulkomainen	adjektiivi	21700
iloinen	adjektiivi	20948
todennäköinen	adjektiivi	20931
sisäinen	adjektiivi	20601
seksuaalinen	adjektiivi	20445
ylimääräinen	adjektiivi	20400
sininen	adjektiivi	20212
ikävä	adjektiivi, substantiivi	20144
haastava	adjektiivi	20110
kiinalainen	adjektiivi, substantiivi	20019
hiljainen	adjektiivi, substantiivi	19788
äärimmäinen	adjektiivi	19570
kestävä	adjektiivi	19539
tuntematon	adjektiivi, substantiivi	19512
valtuutettu	adjektiivi, substantiivi	19163
terve	adjektiivi, substantiivi	19096
enempi	adjektiivi, adverbi	19075
perin	adverbi*, adjektiivi	18948
ukrainalainen	adjektiivi, substantiivi	18686
kevyt	adjektiivi	18474
laiton	adjektiivi	18445
fyysinen	adjektiivi	18441
syvä	adjektiivi, substantiivi	18055
alueellinen	adjektiivi	17893
täydellinen	adjektiivi	17870
sähköinen	adjektiivi	17709
pitkäaikainen	adjektiivi	17553
ihme	substantiivi, adjektiivi	17517
hidas	adjektiivi	16992
ratkaiseva	adjektiivi	16962
elävä	adjektiivi, substantiivi	16943
kiinnostava	adjektiivi	16922
minkälainen	adjektiivi	16901
norjalainen	adjektiivi, substantiivi	16895
suoja	substantiivi*, adjektiivi	16891
pimeä	adjektiivi, substantiivi	16850
henkinen	adjektiivi	16734
jatkuva	adjektiivi	16591
monenlainen	adjektiivi	16479
orpo	substantiivi, adjektiivi	16254
uskomaton	adjektiivi	16015
yksinkertainen	adjektiivi	15967
jonkinlainen	adjektiivi	15876
takainen	adjektiivi	15843
myönteinen	adjektiivi	15803
monipuolinen	adjektiivi	15624
kokoinen	adjektiivi	15592
erillinen	adjektiivi	15501
kuiva	adjektiivi, substantiivi	15486
kaupunkilainen	substantiivi, adjektiivi	15447
outo	adjektiivi, substantiivi	15398
terävä	adjektiivi, substantiivi	15298
kokenut	adjektiivi	15261
saamelainen	substantiivi, adjektiivi	15202
erinomainen	adjektiivi	15078
väliaikainen	adjektiivi	15038
järkevä	adjektiivi	14868
mittava	adjektiivi	14800
kapinallinen	adjektiivi, substantiivi	14758
hallitseva	adjektiivi	14682
komea	adjektiivi	14656
herkkä	adjektiivi	14552
loistava	adjektiivi	14514
huikea	adjektiivi	14458
kriittinen	adjektiivi	14376
tiivis	adjektiivi	14355
onnellinen	adjektiivi	14329
tyypillinen	adjektiivi	14257
jälkeinen	adjektiivi, substantiivi	14182
lievä	adjektiivi	14152
epäselvä	adjektiivi	14072
pikku	adjektiivi, adverbi	13938
negatiivinen	adjektiivi	13915
uudenlainen	adjektiivi	13725
synkkä	adjektiivi	13717
ainutlaatuinen	adjektiivi	13710
mahtava	adjektiivi, substantiivi	13551
huomattava	adjektiivi	13514
alaikäinen	adjektiivi, substantiivi	13429
edullinen	adjektiivi	13353
eteläinen	adjektiivi, substantiivi	13282
aito	adjektiivi	13195
köyhä	adjektiivi, substantiivi	13125
alhainen	adjektiivi, substantiivi	13043
olennainen	adjektiivi, substantiivi	12994
harmaa	adjektiivi, substantiivi	12911
ihana	adjektiivi	12858
rankka	adjektiivi	12829
keskimääräinen	adjektiivi	12791
peräkkäinen	adjektiivi	12775
kohtuullinen	adjektiivi	12774
hirveä	adjektiivi, substantiivi	12730
myöhä	adjektiivi, substantiivi	12717
huima	adjektiivi	12657
tavanomainen	adjektiivi	12612
ehdoton	adjektiivi	12535
iäkäs	adjektiivi	12531
digitaalinen	adjektiivi	12525
arvoinen	adjektiivi	12514
kirkas	adjektiivi, substantiivi	12481
suhteellinen	adjektiivi	12266
itäinen	adjektiivi	12082
ehdollinen	adjektiivi	12061
mennyt	adjektiivi, substantiivi	12058
itsenäinen	adjektiivi	11996
näköinen	adjektiivi	11986
italialainen	adjektiivi, substantiivi	11980
yliopistollinen	adjektiivi	11855
salainen	adjektiivi	11832
toimiva	adjektiivi	11644
mainio	adjektiivi	11607
välttämätön	adjektiivi, substantiivi	11591
epävarma	adjektiivi	11586
pyhä	adjektiivi, substantiivi	11556
kaupallinen	adjektiivi	11471
maksuton	adjektiivi	11436
moderni	adjektiivi	11394
vanhin	substantiivi, adjektiivi	11346
laadukas	adjektiivi	11332
värikäs	adjektiivi	11038
näyttävä	adjektiivi	10849
ylpeä	adjektiivi	10783
läntinen	adjektiivi	10760
kaikenlainen	adjektiivi	10726
näkyvä	adjektiivi	10718
melkoinen	adjektiivi	10641
rikollinen	substantiivi, adjektiivi	10631
ikäinen	adjektiivi, substantiivi	10604
ankara	adjektiivi	10539
aurinkoinen	adjektiivi, substantiivi	10532
espanjalainen	adjektiivi, substantiivi	10500
konkreettinen	adjektiivi	10496
sairas	adjektiivi, substantiivi	10448
rohkea	adjektiivi	10447
kuuluisa	adjektiivi	10434
tumma	adjektiivi, substantiivi	10392
alustava	adjektiivi	10357
väkivaltainen	adjektiivi	10313
määräaikainen	adjektiivi	10139
ylivoimainen	adjektiivi	9963
kiireinen	adjektiivi	9938
kokonainen	adjektiivi, substantiivi	9932
japanilainen	adjektiivi, substantiivi	9916
taiteellinen	adjektiivi	9797
alainen	adjektiivi, substantiivi	9772
onnistunut	adjektiivi	9751
tietoinen	adjektiivi	9747
tuollainen	adjektiivi, substantiivi	9722
arktinen	adjektiivi	9719
minkäänlainen	adjektiivi	9707
innokas	adjektiivi	9694
luonnollinen	adjektiivi	9615
kielteinen	adjektiivi	9465
villi	adjektiivi, substantiivi	9461
surullinen	adjektiivi	9429
brittiläinen	adjektiivi, substantiivi	9417
pakollinen	adjektiivi	9407
ammatillinen	adjektiivi	9382
paljo	adjektiivi, adverbi, substantiivi	9367
haitallinen	adjektiivi	9330
liukas	adjektiivi	9310
rikas	adjektiivi, substantiivi	9306
varovainen	adjektiivi	9305
kultainen	adjektiivi	9302
legendaarinen	adjektiivi	9266
virolainen	adjektiivi, substantiivi	9257
maltillinen	adjektiivi	9248
yhtenäinen	adjektiivi	9221
eilinen	adjektiivi, substantiivi	9210
sotilaallinen	adjektiivi	9106
klassinen	adjektiivi	9088
uhanalainen	adjektiivi	9030
luminen	adjektiivi	9029
kirjallinen	adjektiivi	8968
hullu	adjektiivi, substantiivi	8898
tarpeellinen	adjektiivi	8890
varhainen	adjektiivi	8791
maanantainen	adjektiivi	8720
dramaattinen	adjektiivi	8690
kannattava	adjektiivi	8668
tilapäinen	adjektiivi	8656
uskonnollinen	adjektiivi	8610
lähin	adjektiivi, postpositio	8606
ajankohtainen	adjektiivi	8565
suomenkielinen	adjektiivi, substantiivi	8551
halukas	adjektiivi	8496
karu	adjektiivi	8398
vakituinen	adjektiivi	8310
viileä	adjektiivi, substantiivi	8302
enin	adjektiivi	8297
välitön	adjektiivi	8218
päivittäinen	adjektiivi	8211
monimutkainen	adjektiivi	8165
rakas	adjektiivi, substantiivi	8157
toisenlainen	adjektiivi	8153
semmoinen	adjektiivi	8075
pehmeä	adjektiivi, substantiivi	8022
perättäinen	adjektiivi	8008
taitava	adjektiivi	7967
silloinen	adjektiivi	7959
ristiriitainen	adjektiivi	7894
porilainen	adjektiivi, substantiivi	7880
oleellinen	adjektiivi	7835
käsittämätön	adjektiivi	7727
luotettava	adjektiivi	7722
toistainen	adjektiivi	7649
kiivas	adjektiivi	7630
jyrkkä	adjektiivi	7615
yksinäinen	adjektiivi	7578
vaativa	adjektiivi	7567
ennätyksellinen	adjektiivi	7561
tanskalainen	adjektiivi, substantiivi	7558
pro	prepositio, adjektiivi, substantiivi	7506
lupaava	adjektiivi	7417
keskinäinen	adjektiivi	7413
vakaa	adjektiivi	7375
vuosittainen	adjektiivi	7347
samankaltainen	adjektiivi	7331
kauhea	adjektiivi, substantiivi	7327
surkea	adjektiivi	7317
kumma	substantiivi, adjektiivi	7301
viereinen	adjektiivi	7286
toissa	adjektiivi	7283
inhimillinen	adjektiivi	7281
sateinen	adjektiivi	7274
karjalainen	substantiivi, adjektiivi	7272
akuutti	adjektiivi, substantiivi	7270
kaksinkertainen	adjektiivi	7250
ruotsinkielinen	adjektiivi	7221
kehitysvammainen	adjektiivi, substantiivi	7198
nimetön	adjektiivi, substantiivi	7172
talvinen	adjektiivi	7139
säännöllinen	adjektiivi	7127
ongelmallinen	adjektiivi	7125
lappilainen	adjektiivi, substantiivi	7110
ahdas	adjektiivi	7109
rento	adjektiivi	7109
sallittu	adjektiivi	7088
virheellinen	adjektiivi	7080
leveä	adjektiivi	7067
pelottava	adjektiivi	7037
paksu	adjektiivi, substantiivi	7024
luvaton	adjektiivi	6970
ylin	adjektiivi	6949
niminen	adjektiivi	6945
kanadalainen	adjektiivi, substantiivi	6940
kohtuuton	adjektiivi	6908
kipeä	adjektiivi, substantiivi	6903
rasistinen	adjektiivi	6856
tämmöinen	adjektiivi	6850
kiinteä	adjektiivi	6847
vaalea	adjektiivi	6824
syyllinen	adjektiivi, substantiivi	6804
sijainen	substantiivi, adjektiivi	6796
maailmanlaajuinen	adjektiivi	6751
massiivinen	adjektiivi	6718
hollantilainen	adjektiivi, substantiivi	6715
keskisuomalainen	adjektiivi, substantiivi	6666
huominen	adjektiivi, substantiivi	6661
kemiallinen	adjektiivi	6623
laillinen	adjektiivi	6589
niukka	adjektiivi	6579
alempi	adjektiivi	6495
tämänhetkinen	adjektiivi	6495
märkä	adjektiivi, substantiivi	6442
siisti	adjektiivi	6430
vaihtoehtoinen	adjektiivi	6407
osallinen	adjektiivi	6376
realistinen	adjektiivi	6372
kiireellinen	adjektiivi	6371
eettinen	adjektiivi	6370
valoisa	adjektiivi, substantiivi	6370
huonokuntoinen	adjektiivi	6325
käteinen	adjektiivi, substantiivi	6312
globaali	adjektiivi	6298
vastuullinen	adjektiivi	6277
rikko	substantiivi, adjektiivi	6253
ihmeellinen	adjektiivi	6248
tieteellinen	adjektiivi	6242
makea	adjektiivi, substantiivi	6239
vaisu	adjektiivi	6217
kapea	adjektiivi	6188
suuruinen	adjektiivi	6181
keski-ikäinen	adjektiivi	6163
hämärä	adjektiivi, substantiivi	6118
arkinen	adjektiivi	6117
eräänlainen	adjektiivi	6115
kainuulainen	adjektiivi, substantiivi	6088
demokraattinen	adjektiivi	6064
vammainen	adjektiivi, substantiivi	6060
ulkopoliittinen	adjektiivi	6050
tuhoisa	adjektiivi	6021
kiitollinen	adjektiivi	6010
tyyppinen	adjektiivi	6007
pituinen	adjektiivi	5986
jännittävä	adjektiivi	5984
terveellinen	adjektiivi	5982
juutalainen	substantiivi, adjektiivi	5980
valtiollinen	adjektiivi	5914
kunnallinen	adjektiivi	5909
riippumaton	adjektiivi	5895
yksimielinen	adjektiivi	5894
puutteellinen	adjektiivi	5867
pohjalainen	adjektiivi, substantiivi	5838
ohut	adjektiivi	5830
ahkera	adjektiivi	5804
uhkaava	adjektiivi	5791
riippuvainen	adjektiivi	5770
vastaavanlainen	adjektiivi	5755
ylempi	adjektiivi	5740
haasteellinen	adjektiivi	5738
kuninkaallinen	adjektiivi, substantiivi	5708
jälkimmäinen	adjektiivi	5700
aikamoinen	adjektiivi	5653
lahjakas	adjektiivi	5650
yhteiskunnallinen	adjektiivi	5643
kesäinen	adjektiivi	5612
keskinen	adjektiivi	5576
radikaali	adjektiivi, substantiivi	5567
viisas	adjektiivi, substantiivi	5549
maksullinen	adjektiivi	5535
turkkilainen	adjektiivi, substantiivi	5526
teknillinen	adjektiivi	5518
alin	adjektiivi	5513
ensisijainen	adjektiivi	5506
luottavainen	adjektiivi	5506
ympärivuorokautinen	adjektiivi	5493
yksilöllinen	adjektiivi	5482
englanninkielinen	adjektiivi	5463
sveitsiläinen	adjektiivi, substantiivi	5455
vaatimaton	adjektiivi	5418
jättimäinen	adjektiivi	5415
tyly	adjektiivi	5410
kreikkalainen	adjektiivi, substantiivi	5404
englantilainen	adjektiivi, substantiivi	5385
tietynlainen	adjektiivi	5365
aggressiivinen	adjektiivi	5356
vauhdikas	adjektiivi	5346
nappi	substantiivi, adjektiivi	5298
kielletty	adjektiivi	5284
kyseenalainen	adjektiivi	5223
liikkuva	adjektiivi	5192
psykiatrinen	adjektiivi	5185
painava	adjektiivi	5184
länsimainen	adjektiivi	5181
järkyttävä	adjektiivi	5144
kamala	adjektiivi, substantiivi	5136
kristillinen	adjektiivi	5126
ilmeinen	adjektiivi*	5111
tarpeeton	adjektiivi	5080
lääketieteellinen	adjektiivi	5068
kiihkeä	adjektiivi	5060
kiireetön	adjektiivi	5055
humanitaarinen	adjektiivi	5054
tylsä	adjektiivi	5047
puinen	adjektiivi	5029
ruma	adjektiivi, substantiivi	5020
elektroninen	adjektiivi	5007
luonteva	adjektiivi	5002
paljas	adjektiivi	5002
sekava	adjektiivi, substantiivi	5001
sivullinen	adjektiivi, substantiivi	4993
ortodoksinen	adjektiivi	4989
ehjä	adjektiivi	4979
puolalainen	adjektiivi, substantiivi	4967
vakuuttava	adjektiivi	4946
hyödyllinen	adjektiivi	4932
liika	adjektiivi, substantiivi, adverbi	4928
kummallinen	adjektiivi	4912
hyväksyttävä	adjektiivi	4902
reipas	adjektiivi	4869
oiva	adjektiivi	4861
australialainen	adjektiivi, substantiivi	4854
vihainen	adjektiivi	4835
vaikuttava	adjektiivi	4820
epätodennäköinen	adjektiivi	4819
ulkoinen	adjektiivi	4806
nykyaikainen	adjektiivi	4794
luova	adjektiivi	4785
likainen	adjektiivi	4758
strateginen	adjektiivi	4749
kostea	adjektiivi	4730
tyytymätön	adjektiivi	4730
rakenteellinen	adjektiivi	4728
rehellinen	adjektiivi	4715
vuotuinen	adjektiivi	4712
epäasiallinen	adjektiivi	4711
ruskea	adjektiivi	4644
toiveikas	adjektiivi	4639
anonyymi	adjektiivi	4603
teollinen	adjektiivi	4601
kireä	adjektiivi	4543
myöhäinen	adjektiivi, substantiivi	4532
älykäs	adjektiivi	4521
pätevä	adjektiivi	4519
tasa-arvoinen	adjektiivi	4509
potentiaalinen	adjektiivi	4508
tiistainen	adjektiivi	4498
uskottava	adjektiivi	4473
nätti	adjektiivi	4468
katolinen	adjektiivi, substantiivi	4457
elinkautinen	adjektiivi	4449
kunnianhimoinen	adjektiivi	4421
äärioikeistolainen	adjektiivi, substantiivi	4403
virtuaalinen	adjektiivi	4402
vankka	adjektiivi	4384
etninen	adjektiivi	4377
fiksu	adjektiivi	4364
asunnoton	adjektiivi, substantiivi	4357
äänioikeutettu	adjektiivi, substantiivi	4341
onnekas	adjektiivi	4325
merkityksellinen	adjektiivi	4320
edesmennyt	adjektiivi, substantiivi	4310
israelilainen	adjektiivi, substantiivi	4293
intialainen	adjektiivi, substantiivi	4292
lakisääteinen	adjektiivi	4288
lukuisa	adjektiivi	4282
moninkertainen	adjektiivi	4277
lauantainen	adjektiivi	4260
äkillinen	adjektiivi	4244
kohtalainen	adjektiivi	4223
pikkarainen	adjektiivi	4214
automaattinen	adjektiivi	4198
viimevuotinen	adjektiivi	4196
joustava	adjektiivi	4195
konservatiivinen	adjektiivi	4181
perjantainen	adjektiivi	4171
lähempi	adjektiivi	4162
ekologinen	adjektiivi	4158
ikuinen	adjektiivi	4147
fossiilinen	adjektiivi	4143
kypsä	adjektiivi	4120
valitettava	adjektiivi	4120
teini-ikäinen	adjektiivi	4111
epäilyttävä	adjektiivi	4085
tuttava	substantiivi, adjektiivi	4078
pikainen	adjektiivi	4067
ammattimainen	adjektiivi	4065
jäinen	adjektiivi	4063
islamilainen	adjektiivi, substantiivi	4061
biologinen	adjektiivi	4060
liberaali	substantiivi, adjektiivi	4049
oranssi	adjektiivi, substantiivi	4041
ennenaikainen	adjektiivi	4038
poutainen	adjektiivi	4022
tyhmä	adjektiivi, substantiivi	4010
ennennäkemätön	adjektiivi	4008
maakunnallinen	adjektiivi	3999
julma	adjektiivi	3995
kehno	adjektiivi, substantiivi	3987
rahallinen	adjektiivi	3977
psyykkinen	adjektiivi	3942
älytön	adjektiivi, substantiivi	3929
musiikillinen	adjektiivi	3924
lyhytaikainen	adjektiivi	3922
mieletön	adjektiivi, substantiivi	3903
muistisairas	adjektiivi, substantiivi	3891
tappiollinen	adjektiivi	3879
maaliton	adjektiivi*	3875
kohtalokas	adjektiivi	3869
pyöreä	adjektiivi	3859
sunnuntainen	adjektiivi	3853
aseellinen	adjektiivi	3849
mustavalkoinen	adjektiivi	3828
ymmärrettävä	adjektiivi	3818
väkevä	adjektiivi, substantiivi	3803
hengenvaarallinen	adjektiivi	3801
menevä	adjektiivi	3790
afrikkalainen	adjektiivi, substantiivi	3789
myrkyllinen	adjektiivi	3787
kunnollinen	adjektiivi	3783
kaksivuotinen	adjektiivi	3778
liiallinen	adjektiivi	3765
palava	adjektiivi	3765
riski	adjektiivi	3764
lainvoimainen	adjektiivi	3750
sitkeä	adjektiivi	3735
torstainen	adjektiivi	3733
pidätetty	adjektiivi, substantiivi	3732
operatiivinen	adjektiivi	3726
väsynyt	adjektiivi	3695
luontainen	adjektiivi	3665
pohjoismainen	adjektiivi	3664
laiha	adjektiivi	3659
satunnainen	adjektiivi	3648
elintärkeä	adjektiivi	3627
kaukainen	adjektiivi	3625
epävirallinen	adjektiivi	3620
sula	adjektiivi, substantiivi	3614
perinteikäs	adjektiivi	3612
vastasyntynyt	adjektiivi, substantiivi	3612
karmea	adjektiivi	3606
mielekäs	adjektiivi	3606
asianmukainen	adjektiivi	3604
itävaltalainen	adjektiivi, substantiivi	3595
keskeneräinen	adjektiivi	3583
muinainen	adjektiivi	3576
kolminkertainen	adjektiivi	3575
perusteellinen	adjektiivi	3575
asiallinen	adjektiivi	3566
menestyksekäs	adjektiivi	3562
järeä	adjektiivi	3560
tukala	adjektiivi	3553
vähävarainen	adjektiivi	3538
verinen	adjektiivi	3505
pikkuinen	adjektiivi, substantiivi	3501
mystinen	adjektiivi	3499
visuaalinen	adjektiivi	3493
tyylikäs	adjektiivi	3492
kristitty	adjektiivi, substantiivi	3486
myyty	adjektiivi	3476
laajamittainen	adjektiivi	3464
varakas	adjektiivi, substantiivi	3455
nimekäs	adjektiivi	3454
oireeton	adjektiivi	3453
arka	adjektiivi	3447
olematon	adjektiivi, substantiivi	3444
kiusallinen	adjektiivi	3443
hyväkuntoinen	adjektiivi	3439
otollinen	adjektiivi	3419
rakentava	adjektiivi	3394
keskustalainen	substantiivi, adjektiivi	3391
pitkäjänteinen	adjektiivi	3390
alijäämäinen	adjektiivi	3377
raikas	adjektiivi	3377
rajallinen	adjektiivi	3377
pienituloinen	adjektiivi	3374
viimeaikainen	adjektiivi	3370
akateeminen	adjektiivi	3369
urheilullinen	adjektiivi	3351
työikäinen	adjektiivi	3348
levoton	adjektiivi, substantiivi	3345
päällimmäinen	adjektiivi	3319
uskollinen	adjektiivi	3303
vaikutusvaltainen	adjektiivi	3303
nolo	adjektiivi	3298
ympärivuotinen	adjektiivi	3293
helteinen	adjektiivi	3290
ikimuistoinen	adjektiivi	3276
kolmekymppinen	adjektiivi	3274
tunteikas	adjektiivi	3274
yhteisöllinen	adjektiivi	3264
pienimuotoinen	adjektiivi	3257
tuulinen	adjektiivi	3254
sankka	adjektiivi	3243
päinvastainen	adjektiivi	3238
venäjänkielinen	adjektiivi	3235
keväinen	adjektiivi	3229
loputon	adjektiivi	3226
tiheä	adjektiivi	3226
oikeanlainen	adjektiivi	3221
thaimaalainen	adjektiivi, substantiivi	3218
osittainen	adjektiivi	3215
keskisuuri	adjektiivi	3199
järjetön	adjektiivi, substantiivi	3186
katkera	adjektiivi	3180
oikeudenmukainen	adjektiivi	3179
herkullinen	adjektiivi	3154
altis	adjektiivi	3148
epämääräinen	adjektiivi	3130
turvallisuuspoliittinen	adjektiivi	3116
työläs	adjektiivi	3103
kiehtova	adjektiivi	3095
maanalainen	adjektiivi, substantiivi	3086
savolainen	adjektiivi, substantiivi	3082
taktinen	adjektiivi	3078
miellyttävä	adjektiivi	3065
riittämätön	adjektiivi	3055
kirjava	adjektiivi, substantiivi	3053
eksoottinen	adjektiivi	3042
pirteä	adjektiivi	3040
hirvittävä	adjektiivi	3038
osa-aikainen	adjektiivi	3029
ääretön	adjektiivi, substantiivi	3029
hallinnollinen	adjektiivi	3024
pitkäaikaistyötön	adjektiivi, substantiivi	3023
toiminnallinen	adjektiivi	3022
kulttuurinen	adjektiivi	3016
arkeologinen	adjektiivi	3011
pitkäkestoinen	adjektiivi	3011
jokapäiväinen	adjektiivi	3010
uniikki	adjektiivi	3010
romanttinen	adjektiivi	3009
innostunut	adjektiivi	2988
ketterä	adjektiivi	2977
kommunistinen	adjektiivi	2971
hassu	adjektiivi, substantiivi	2957
raivo	substantiivi, adjektiivi	2955
ystävällinen	adjektiivi	2948
harmillinen	adjektiivi	2934
elastinen	adjektiivi	2928
suotuisa	adjektiivi	2925
tyyni	adjektiivi, substantiivi	2923
syrjäinen	adjektiivi	2921
oloinen	adjektiivi	2915
utelias	adjektiivi, substantiivi	2915
vilpas	adjektiivi	2905
traaginen	adjektiivi	2902
samainen	adjektiivi	2890
arvaamaton	adjektiivi	2881
puoleinen	adjektiivi	2873
maukas	adjektiivi	2866
mieluinen	adjektiivi	2859
jollainen	adjektiivi	2846
tahallinen	adjektiivi	2822
nihkeä	adjektiivi	2819
sujuva	adjektiivi	2805
saamenkielinen	adjektiivi	2796
diplomaattinen	adjektiivi	2792
krooninen	adjektiivi	2789
epäreilu	adjektiivi	2788
muovinen	adjektiivi	2784
nuija	substantiivi, adjektiivi	2781
paperiton	adjektiivi, substantiivi	2763
armoton	adjektiivi	2759
syksyinen	adjektiivi	2757
valkea	adjektiivi, substantiivi	2753
näkymätön	adjektiivi	2752
valkovenäläinen	adjektiivi, substantiivi	2748
tuntuva	adjektiivi	2741
