Hakusana	Sanaluokat	count
kehittää	verbi	98478
pysyä	verbi	97013
käsitellä	verbi	95249
pidetä	verbi	94899
kulua	verbi	94776
sopia	verbi	94695
kestää	verbi	94483
edetä	verbi	93367
ostaa	verbi	92874
kohdata	verbi	92636
kuulla	verbi	92393
ajatella	verbi	92302
etsiä	verbi	92057
kysyä	verbi	89357
tuntea	verbi	89135
tukea	verbi	89018
lähettää	verbi	88124
perustaa	verbi	88049
liikkua	verbi	87166
keskustella	verbi	86979
siirtää	verbi	86649
laittaa	verbi	85878
loukkaantua	verbi	85422
pyytää	verbi	85314
elää	verbi	84825
hyväksyä	verbi	84398
osata	verbi	84052
kulkea	verbi	82761
kuunnella	verbi	81115
valmistua	verbi	80339
selvitä	verbi	79408
työskennellä	verbi	78141
lopettaa	verbi	77980
ymmärtää	verbi	77028
esiintyä	verbi	77011
tuottaa	verbi	76247
vähentää	verbi	76027
täytyä	verbi	75958
korjata	verbi	75757
osoittaa	verbi	75686
kommentoida	verbi	73625
parantaa	verbi	73618
ehtiä	verbi	73606
vahvistaa	verbi	72726
kärsiä	verbi	72495
verrata	verbi	70321
puuttua	verbi	70320
luoda	verbi	69322
juhlia	verbi	68985
istua	verbi	68755
lisääntyä	verbi	67977
vetää	verbi	67535
herättää	verbi	66899
toteuttaa	verbi	66817
huomata	verbi	65969
muistaa	verbi	65899
päätyä	verbi	65200
tuomita	verbi	64991
sattua	verbi	64706
levitä	verbi	64522
tavata	verbi*	64257
asettaa	verbi	63740
iskeä	verbi	63528
soittaa	verbi	63206
hankkia	verbi	62336
keskittyä	verbi	61976
kutsua	verbi	61547
äänestää	verbi	61440
oppia	verbi	61051
estää	verbi	60931
viettää	verbi	60608
menettää	verbi	58698
täyttää	verbi	58202
uhata	verbi	57948
purkaa	verbi	57477
vaihtaa	verbi	57004
ohjata	verbi	56674
havaita	verbi	56118
hävitä	verbi	55990
kaatua	verbi	55787
syödä	verbi	55216
edustaa	verbi	55112
ratkaista	verbi	54976
poistaa	verbi	54567
kadota	verbi	54562
yhdistää	verbi	54035
luvata	verbi	52269
syyttää	verbi	51907
kiinnostaa	verbi	51494
esitellä	verbi	51229
johtua	verbi	51137
pudota	verbi	51051
kuvailla	verbi	50060
taistella	verbi	49077
kieltää	verbi	49044
korostaa	verbi	48852
loppua	verbi	48814
yllättää	verbi	48730
rikkoa	verbi	48254
saavuttaa	verbi	47522
kaivata	verbi	47466
kaataa	verbi	47388
varmistaa	verbi	47327
kasvattaa	verbi	47047
luopua	verbi	46959
suhtautua	verbi	46941
perustua	verbi	46767
vierailla	verbi	46374
valmistaa	verbi	46196
perustella	verbi	45764
toteutua	verbi	45723
korvata	verbi	45381
kantaa	verbi	45309
ampua	verbi	45015
määrätä	verbi	44509
vastustaa	verbi	44172
perua	verbi	44100
lyödä	verbi	43488
kohdistua	verbi	42837
heittää	verbi	42415
omistaa	verbi	41841
kilpailla	verbi	41787
osua	verbi	41714
kehittyä	verbi	41615
ryhtyä	verbi	41319
paljastaa	verbi	41315
valmistautua	verbi	41213
katsella	verbi	40692
nauttia	verbi	40692
harjoitella	verbi	40616
varautua	verbi	40383
sijoittua	verbi	40197
tiedottaa	verbi	39587
seisoa	verbi	39479
pelastaa	verbi	39325
kuljettaa	verbi	39265
kokeilla	verbi	39246
testata	verbi	39130
toimittaa	verbi	39070
ylittää	verbi	38970
opiskella	verbi	38901
hyödyntää	verbi	38821
varata	verbi	38700
juosta	verbi	38661
kokoontua	verbi	38619
tutustua	verbi	38588
tunnistaa	verbi	37990
koota	verbi	37897
kehottaa	verbi	37842
palkita	verbi	37786
helpottaa	verbi	37722
vähetä	verbi	37670
torjua	verbi	37660
hallita	verbi	36878
säilyä	verbi	36611
irtisanoa	verbi	36275
poistua	verbi	36093
kertyä	verbi	36089
puolustaa	verbi	36079
palauttaa	verbi	36004
rajoittaa	verbi	35961
käynnistyä	verbi	35764
sujua	verbi	35667
sijoittaa	verbi	35368
lentää	verbi	35365
vakuuttaa	verbi	35343
noudattaa	verbi	35304
vaihdella	verbi	35268
houkutella	verbi	35198
välttää	verbi	35197
matkustaa	verbi	35082
syttyä	verbi	34827
mitata	verbi	34574
sairastua	verbi	34409
sisältää	verbi	33962
säilyttää	verbi	33837
ehdottaa	verbi	33705
leikata	verbi	33628
peljätä	verbi	33393
kävellä	verbi	33098
kattaa	verbi	32967
kiinnostua	verbi	32854
merkitä	verbi	32766
tavoitella	verbi	32664
kiinnittää	verbi	32336
kiertää	verbi	32335
kääntyä	verbi	32256
pärjätä	verbi	32215
keskeyttää	verbi	32203
valmistella	verbi	32189
erota	verbi	31959
tilata	verbi	31779
mainita	verbi	31700
harkita	verbi	31426
julkistaa	verbi	31107
valvoa	verbi	31099
mahdollistaa	verbi	31086
edistää	verbi	31079
arvella	verbi	31043
muistella	verbi	31041
haastatella	verbi	30963
törmätä	verbi	30938
valittaa	verbi	30823
suositella	verbi	30763
kiistää	verbi	30719
selittää	verbi	30657
tarttua	verbi	30582
suorittaa	verbi	30450
vaihtua	verbi	30448
jaksaa	verbi	30320
kirjata	verbi	30318
tappaa	verbi	30316
varoittaa	verbi	30115
luottaa	verbi	29891
laajentaa	verbi	29780
palaa	verbi	29746
pysäyttää	verbi	29738
huomauttaa	verbi	29657
käynnistää	verbi	29620
neuvotella	verbi	29602
pidättää	verbi	29599
sataa	verbi	29453
painaa	verbi	29448
vapauttaa	verbi	29398
viitata	verbi	29363
painottaa	verbi	29317
ihmetellä	verbi	29011
suunnata	verbi	28845
laulaa	verbi	28781
väittää	verbi	28591
menestyä	verbi	28497
turvata	verbi	28198
erottaa	verbi	28040
edellyttää	verbi	28018
nimetä	verbi	27952
hiihtää	verbi	27841
ennustaa	verbi	27752
ennakoida	verbi	27745
työllistää	verbi	27659
kannustaa	verbi	27576
muodostaa	verbi	27527
lakkauttaa	verbi*	27516
kääntää	verbi	27420
päivittää	verbi	27389
avautua	verbi	27251
paeta	verbi	27220
luovuttaa	verbi	27127
yltää	verbi	26994
arvostaa	verbi	26861
vähentyä	verbi	26782
hypätä	verbi	26611
uusia	verbi	26467
mahtua	verbi	26442
opettaa	verbi	26425
päästää	verbi	26346
altistua	verbi	26178
palkata	verbi	26127
sallia	verbi	25899
huolehtia	verbi	25740
tottua	verbi	25398
suojella	verbi	25376
uskaltaa	verbi	25329
laatia	verbi	25249
ilmestyä	verbi	25242
luulla	verbi	25165
uudistaa	verbi	25141
riippua	verbi	25106
välittää	verbi	25011
tuhota	verbi	25007
säästää	verbi	24918
vangita	verbi	24778
tavoittaa	verbi	24603
napata	verbi	24444
lähestyä	verbi	24101
huomioida	verbi	24084
haastaa	verbi	24041
kouluttaa	verbi	23963
ladata	verbi*	23963
muodostua	verbi	23664
aiheutua	verbi	23519
tuhoutua	verbi	23479
paljastua	verbi	23041
herätä	verbi	22987
haitata	verbi	22934
astua	verbi	22830
pysähtyä	verbi	22830
määritellä	verbi	22796
nukkua	verbi	22737
tarkastaa	verbi	22593
arvostella	verbi	22565
vedota	verbi	22474
tarkistaa	verbi	22184
panna	verbi	22175
pyöriä	verbi	22081
pukeutua	verbi	21952
menehtyä	verbi	21885
kehua	verbi	21731
valmentaa	verbi	21677
allekirjoittaa	verbi	21619
rokottaa	verbi	21607
harrastaa	verbi	21561
palvella	verbi	21483
hymyillä	verbi	21448
tyytyä	verbi	21445
pettyä	verbi	21431
hyökätä	verbi	21207
ilmetä	verbi	21202
nauraa	verbi	21190
jännittää	verbi	21106
sammuttaa	verbi	20956
tarkastella	verbi	20875
sitoutua	verbi	20871
hylätä	verbi	20746
pelätä	verbi	20632
keksiä	verbi	20540
unohtaa	verbi	20405
levittää	verbi	20173
laukoa	verbi	20122
suostua	verbi	20096
vuotaa	verbi	20061
romahtaa	verbi	20005
pakottaa	verbi	19797
polttaa	verbi	19749
täyttyä	verbi	19670
taata	verbi	19614
rahoittaa	verbi	19524
venyä	verbi	19490
vallata	verbi	19399
kyetä	verbi	19394
tullata	verbi	19300
hakeutua	verbi	19275
pistää	verbi	19242
ajautua	verbi	19190
asettua	verbi	19136
panostaa	verbi	19104
muokata	verbi	19069
keskittää	verbi	19047
suojata	verbi	19017
vuokrata	verbi	19013
reagoida	verbi	18877
innostua	verbi	18729
julistaa	verbi	18698
kiusata	verbi	18581
kaavailla	verbi	18567
katkaista	verbi	18480
uida	verbi	18415
sytyttää	verbi	18402
pyörittää	verbi	18346
huolestua	verbi	18340
syyllistyä	verbi	18301
tehostaa	verbi	18199
toipua	verbi	18180
suosia	verbi	18176
uutisoida	verbi	18167
tunnustaa	verbi	18017
iloita	verbi	17967
tykätä	verbi	17959
parata	verbi*	17707
kritisoida	verbi	17684
rakastaa	verbi	17635
aleta	verbi	17575
ohittaa	verbi	17570
epäonnistua	verbi	17558
rajata	verbi	17525
karata	verbi	17468
ansaita	verbi	17429
ylläpitää	verbi	17414
taipua	verbi	17403
ratketa	verbi	17295
kuulostaa	verbi	17191
yhdistyä	verbi	17173
asentaa	verbi	17147
yleistyä	verbi	17105
ilmoittautua	verbi	17082
hyljätä	verbi	16999
kunnioittaa	verbi	16977
poiketa	verbi	16958
linjata	verbi	16922
viihtyä	verbi	16851
heikentää	verbi	16770
viimeistellä	verbi	16735
kunnostaa	verbi	16570
kieltäytyä	verbi	16489
vetäytyä	verbi	16469
kisata	verbi	16399
soida	verbi	16356
vaikeuttaa	verbi	16340
kiittää	verbi	16321
varastaa	verbi	16302
todistaa	verbi	16240
naurahtaa	verbi	16175
pudottaa	verbi	16126
loukata	verbi	16092
tulkita	verbi	16012
maalata	verbi*	16011
kohota	verbi	15762
kelvata	verbi	15731
kiristää	verbi	15705
täydentää	verbi	15686
näytellä	verbi	15662
kysellä	verbi	15603
kuvitella	verbi	15579
juoda	verbi	15555
neuvoa	verbi	15485
listata	verbi	15481
otella	verbi	15474
raportoida	verbi	15454
parantua	verbi	15370
katketa	verbi	15320
kukistaa	verbi	15288
säätää	verbi	15208
karsia	verbi	15202
selviytyä	verbi	15196
häiritä	verbi	15191
vaarantaa	verbi	15043
korottaa	verbi	14976
varmistua	verbi	14966
maata	verbi	14949
kaivaa	verbi	14945
tuulettaa	verbi	14945
päivystää	verbi	14943
koostua	verbi	14925
tanssia	verbi	14884
summata	verbi	14847
liittää	verbi	14705
tähdätä	verbi	14704
välttyä	verbi	14653
odotella	verbi	14635
sitoa	verbi	14606
synnyttää	verbi	14602
osoittautua	verbi	14561
opetella	verbi	14526
tiivistää	verbi	14421
yllättyä	verbi	14404
puhuttaa	verbi	14370
ulottua	verbi	14240
heikentyä	verbi	14238
perätä	verbi	14228
lämmetä	verbi	14135
vapautua	verbi	13874
heiketä	verbi	13830
huutaa	verbi	13759
aueta	verbi	13736
sairastaa	verbi	13695
treenata	verbi	13673
laajeta	verbi	13633
kamppailla	verbi	13617
nimittää	verbi	13537
edeltää	verbi	13492
purra	verbi	13352
hidastaa	verbi	13345
puhdistaa	verbi	13335
kiitellä	verbi	13318
hyötyä	verbi	13287
syöttää	verbi	13265
surmata	verbi	13257
harmittaa	verbi	13202
kumota	verbi	13078
tarkkailla	verbi	13022
ehkäistä	verbi	13017
vastaanottaa	verbi	12983
periä	verbi	12966
tahtoa	verbi	12959
kiihtyä	verbi	12957
palautua	verbi	12947
valua	verbi	12947
peittää	verbi	12941
lahjoittaa	verbi	12934
huolestuttaa	verbi	12882
alentaa	verbi	12837
tajuta	verbi	12836
tasoittaa	verbi	12703
teettää	verbi	12600
taitaa	verbi	12594
haavoittua	verbi	12420
kartoittaa	verbi	12346
jakautua	verbi	12328
harmitella	verbi	12283
ikääntyä	verbi	12260
klikata	verbi	12177
sulaa	verbi	12173
evakuoida	verbi	12113
hehkuttaa	verbi	12050
hajota	verbi	12048
rauhoittaa	verbi	12040
kiistellä	verbi	12032
erikoistua	verbi	12020
ilmaista	verbi	11943
solmia	verbi	11912
olettaa	verbi	11876
loistaa	verbi	11848
jutella	verbi	11810
viivästyä	verbi	11745
lämmittää	verbi	11734
analysoida	verbi	11651
leikkiä	verbi	11605
upota	verbi	11525
pienentää	verbi	11515
ruveta	verbi	11504
laskeutua	verbi	11456
tyrmätä	verbi	11429
kiristyä	verbi	11426
lomauttaa	verbi	11415
piirtää	verbi	11351
koskettaa	verbi	11294
jonottaa	verbi	11291
räjähtää	verbi	11070
kuluttaa	verbi	11051
tarkentaa	verbi	11015
vahvistua	verbi	10994
poimia	verbi	10978
pestä	verbi	10916
lainata	verbi	10892
puhaltaa	verbi	10890
hillitä	verbi	10845
rekisteröidä	verbi	10836
uusiutua	verbi	10778
tienata	verbi	10777
maistua	verbi	10735
tyhjentää	verbi	10652
marssia	verbi	10616
virrata	verbi	10542
paistaa	verbi	10525
käyttäytyä	verbi	10484
irrota	verbi	10478
luonnehtia	verbi	10437
siivota	verbi	10386
toistua	verbi	10371
pienetä	verbi	10328
korostua	verbi	10313
hukkua	verbi	10296
kuitata	verbi	10254
sekoittaa	verbi	10242
istuttaa	verbi	10212
perehtyä	verbi	10188
haaveilla	verbi	10179
hiipua	verbi	10097
investoida	verbi	10094
luotsata	verbi	10081
ympäröidä	verbi	10062
repiä	verbi	10018
lykätä	verbi	9955
harjoittaa	verbi	9931
kohdella	verbi	9802
murtaa	verbi	9767
haudata	verbi	9761
avustaa	verbi	9728
vaivata	verbi	9720
ratkoa	verbi	9699
takavarikoida	verbi	9681
suoda	verbi	9670
pettää	verbi	9579
pidentää	verbi	9571
hämmentää	verbi	9540
toistaa	verbi	9453
eristää	verbi	9444
rakentua	verbi	9376
koitua	verbi	9374
pakata	verbi*	9362
sopeutua	verbi	9354
velvoittaa	verbi	9345
vaurioitua	verbi	9341
innostaa	verbi	9324
soveltua	verbi	9288
ohjeistaa	verbi	9244
heijastua	verbi	9163
pelottaa	verbi	9124
keittää	verbi	9116
rauhoittua	verbi	9055
opastaa	verbi	9015
raivata	verbi	8986
pystyttää	verbi	8973
sisältyä	verbi	8968
lyhentää	verbi	8934
kohdistaa	verbi	8860
hävittää	verbi	8833
ärsyttää	verbi	8832
työllistyä	verbi	8805
paloa	verbi	8792
luetella	verbi	8703
luistella	verbi	8701
huipentua	verbi	8687
tippua	verbi	8620
unohtua	verbi	8576
matkata	verbi	8531
viestiä	verbi	8529
kallistua	verbi*	8528
uudistua	verbi	8502
kyseenalaistaa	verbi	8491
remontoida	verbi	8480
koetella	verbi	8452
päätellä	verbi	8444
itkeä	verbi	8427
suuntautua	verbi	8426
jäätyä	verbi	8419
paikata	verbi	8405
säveltää	verbi	8393
markkinoida	verbi	8383
hälyttää	verbi	8366
turvautua	verbi	8335
murtautua	verbi	8333
koittaa	verbi*	8301
pidellä	verbi	8296
puida	verbi	8291
pilata	verbi	8246
puskea	verbi	8200
puhjeta	verbi	8199
luokitella	verbi	8141
varustaa	verbi	8114
juontaa	verbi	8076
soveltaa	verbi	8068
kierrättää	verbi	8040
hakata	verbi	8019
jäädyttää	verbi	8007
suistua	verbi	7983
tallentaa	verbi	7967
helpottua	verbi	7950
tulvia	verbi	7927
määrittää	verbi	7923
roikkua	verbi	7898
vääntää	verbi	7891
työntää	verbi	7876
poseerata	verbi	7867
tarjoilla	verbi	7808
ammua	verbi	7798
levätä	verbi	7777
vauhdittaa	verbi	7757
painua	verbi	7740
vaalia	verbi	7699
satsata	verbi	7634
startata	verbi	7613
johdattaa	verbi	7609
ruokkia	verbi	7553
leimata	verbi	7552
ihailla	verbi	7512
vertailla	verbi	7487
nojata	verbi	7483
jyrätä	verbi	7391
nopeuttaa	verbi	7389
syrjäyttää	verbi	7386
tiedostaa	verbi	7360
ruuhkautua	verbi	7359
salata	verbi	7333
moittia	verbi	7327
upottaa	verbi	7324
rikkoutua	verbi	7282
peruuntua	verbi	7264
isännöidä	verbi	7232
vallita	verbi	7199
karkottaa	verbi	7139
kilpailuttaa	verbi	7134
säästyä	verbi	7131
sotkea	verbi	7112
myöhästyä	verbi	7094
sulkeutua	verbi	7049
metsästää	verbi	7016
empiä	verbi	7015
pukea	verbi	6999
jahdata	verbi	6948
yöpyä	verbi	6943
muotoilla	verbi	6942
tiukentaa	verbi	6912
laajentua	verbi	6873
murtua	verbi	6872
kuormittaa	verbi	6850
hidastua	verbi	6841
rohkaista	verbi	6815
vihkiä	verbi	6795
painostaa	verbi	6778
erottua	verbi	6775
takoa	verbi	6757
rangaista	verbi	6733
huolettaa	verbi	6729
irtisanoutua	verbi	6708
juhlistaa	verbi	6694
toivottaa	verbi	6662
lunastaa	verbi	6657
lukeutua	verbi	6655
työstää	verbi	6645
kerrata	verbi	6641
oikeuttaa	verbi	6640
kaventaa	verbi	6630
tunkeutua	verbi	6618
järjestäytyä	verbi	6594
meinata	verbi	6590
vahingoittaa	verbi	6582
valloittaa	verbi	6559
pahoinpidellä	verbi	6500
laukaista	verbi	6486
irrottaa	verbi	6474
täsmentää	verbi	6473
kohdentaa	verbi	6442
turhautua	verbi	6441
liikennöidä	verbi	6429
ulkoistaa	verbi	6412
väsyä	verbi	6402
käsittää	verbi	6364
kerääntyä	verbi	6360
anastaa	verbi	6348
pahoitella	verbi	6337
venyttää	verbi	6327
verottaa	verbi	6315
supistaa	verbi	6287
ahdistaa	verbi	6284
pienentyä	verbi	6282
haukkua	verbi	6262
nostattaa	verbi	6243
kasata	verbi	6237
huijata	verbi	6235
mainostaa	verbi	6218
povata	verbi	6199
syrjäytyä	verbi	6172
lakata	verbi*	6147
sortua	verbi	6147
kuivua	verbi	6101
polkea	verbi	6080
ylistää	verbi	6079
ryöstää	verbi	6051
riehua	verbi	6049
pysytellä	verbi	6021
asioida	verbi	6008
murskata	verbi	5995
surra	verbi	5980
hajottaa	verbi	5979
hengittää	verbi	5975
jäljittää	verbi	5968
pitkittyä	verbi	5966
väistyä	verbi	5953
vaieta	verbi	5938
kyllästyä	verbi	5937
kalastaa	verbi	5929
peruuttaa	verbi	5917
ylittyä	verbi	5903
kitkeä	verbi	5894
uupua	verbi	5882
viljellä	verbi	5872
selventää	verbi	5821
hämmästyä	verbi	5815
sinetöidä	verbi	5812
kaupata	verbi	5809
kivuta	verbi	5797
sovittaa	verbi	5786
siivittää	verbi	5780
keskeytyä	verbi	5757
siepata	verbi	5749
vähätellä	verbi	5689
päihittää	verbi	5664
näyttäytyä	verbi	5653
paheta	verbi	5653
painia	verbi	5640
räjäyttää	verbi	5601
selvitellä	verbi	5596
sukeltaa	verbi	5589
protestoida	verbi	5570
taklata	verbi	5567
pohjautua	verbi	5547
vakiintua	verbi	5540
valaista	verbi	5520
koettaa	verbi	5514
supistua	verbi	5510
kaksinkertaistua	verbi	5507
keventää	verbi	5502
kiivetä	verbi	5488
sammua	verbi	5446
kiihdyttää	verbi	5411
lausua	verbi	5410
vannoa	verbi	5406
puoltaa	verbi	5376
kypsyä	verbi	5371
vanheta	verbi	5363
elvyttää	verbi	5360
päteä	verbi	5352
järkyttyä	verbi	5334
väärentää	verbi	5327
poikia	verbi	5317
hyytyä	verbi	5303
syöksyä	verbi	5276
purkautua	verbi	5268
kohentaa	verbi	5246
pesiä	verbi	5232
hämmästellä	verbi	5228
eläköityä	verbi	5224
velkaantua	verbi	5218
vanhentua	verbi	5208
kytkeä	verbi	5207
kiteyttää	verbi	5188
puukottaa	verbi	5181
kiriä	verbi	5153
murhata	verbi	5149
arpoa	verbi	5133
edistyä	verbi	5131
veikata	verbi	5125
miellyttää	verbi	5124
kampanjoida	verbi	5109
vartioida	verbi	5102
kääriä	verbi	5101
vältellä	verbi	5060
tukkia	verbi	5048
lieventää	verbi	5046
jalostaa	verbi	5043
kaapata	verbi	5037
rantautua	verbi	5037
kärjistyä	verbi	5028
kukkia	verbi	5026
säädellä	verbi	5001
hallinnoida	verbi	4982
mietityttää	verbi	4970
hankaloittaa	verbi	4969
tervehtiä	verbi	4966
väistää	verbi	4943
kehitellä	verbi	4942
vaikeutua	verbi	4923
rekrytoida	verbi	4915
langettaa	verbi	4896
ilmaantua	verbi	4894
ilahduttaa	verbi	4887
uhkailla	verbi	4885
piilottaa	verbi	4859
kurittaa	verbi	4851
sulattaa	verbi	4837
elpyä	verbi	4830
pyöräillä	verbi	4824
kiehtoa	verbi	4820
kolaroida	verbi	4804
miehittää	verbi	4791
kellua	verbi	4789
lähetä	verbi	4779
tinkiä	verbi	4777
sietää	verbi	4776
huoltaa	verbi	4769
jarruttaa	verbi	4763
puristaa	verbi	4746
malttaa	verbi	4733
naureskella	verbi	4731
heitellä	verbi	4701
punnita	verbi	4691
niellä	verbi	4687
onnitella	verbi	4687
katua	verbi	4682
pysäköidä	verbi	4678
painottua	verbi	4668
debytoida	verbi	4656
suojautua	verbi	4636
varoa	verbi	4603
tasapainottaa	verbi	4589
leipoa	verbi	4570
tuumia	verbi	4570
vakuuttua	verbi	4565
urheilla	verbi	4563
tarkentua	verbi	4523
loppuunmyydä	verbi	4520
spekuloida	verbi	4503
arvata	verbi	4499
kustantaa	verbi	4492
alustaa	verbi	4490
järkyttää	verbi	4489
järjestellä	verbi	4488
kruunata	verbi	4445
tykittää	verbi	4440
operoida	verbi	4432
irtautua	verbi	4422
vinkata	verbi	4419
eksyä	verbi	4416
heiluttaa	verbi	4415
virittää	verbi	4395
ajella	verbi	4389
syrjiä	verbi	4388
rakastua	verbi	4382
kuulustella	verbi	4375
kaavoittaa	verbi	4351
suhteuttaa	verbi	4344
omata	verbi	4335
tuijottaa	verbi	4333
pyyhkiä	verbi	4332
valottaa	verbi	4324
entistää	verbi	4297
solmita	verbi	4296
kätellä	verbi	4295
vastoa	verbi	4281
valikoitua	verbi	4277
halata	verbi*	4257
hyödyttää	verbi	4257
hukata	verbi	4256
kutistua	verbi	4249
yltyä	verbi	4236
käskeä	verbi	4235
tasata	verbi	4226
altistaa	verbi	4224
potkia	verbi	4221
ponnistaa	verbi	4215
katkoa	verbi	4161
hahmottaa	verbi	4146
viihdyttää	verbi	4146
tankata	verbi*	4119
peruskorjata	verbi	4094
liikuttaa	verbi	4076
lennättää	verbi	4075
kulkeutua	verbi	4072
saalistaa	verbi	4071
itsenäistyä	verbi	4070
liehua	verbi	4068
kiirehtiä	verbi	4064
pyörähtää	verbi	4064
ajoittua	verbi	4063
saastua	verbi	4063
stressata	verbi	4061
voimistua	verbi	4058
rakennuttaa	verbi	4052
varjostaa	verbi	4052
valikoida	verbi	4044
vajota	verbi	4041
mahtaa	verbi	4036
noutaa	verbi	4023
karsiutua	verbi	4014
houkuttaa	verbi	3992
pommittaa	verbi	3985
hioa	verbi	3981
heilua	verbi	3975
anoa	verbi	3971
pyöritellä	verbi	3951
kirjautua	verbi	3949
koordinoida	verbi	3943
kontrolloida	verbi	3942
piinata	verbi	3937
ihastella	verbi	3932
hermostua	verbi	3924
koristella	verbi	3922
mieltää	verbi	3915
paisua	verbi	3909
naurattaa	verbi	3903
lukita	verbi	3900
valehdella	verbi	3900
purjehtia	verbi	3899
tiivistyä	verbi	3892
nöyryyttää	verbi	3881
havahtua	verbi	3868
imeä	verbi	3864
peräänkuuluttaa	verbi	3858
tapella	verbi	3849
syventää	verbi	3838
tiedustella	verbi	3834
ideoida	verbi	3821
havitella	verbi	3815
heittäytyä	verbi	3804
kuntouttaa	verbi	3802
kotiuttaa	verbi	3797
väläyttää	verbi	3796
käännyttää	verbi	3794
rentoutua	verbi	3781
tallentua	verbi	3774
piillä	verbi	3770
vaarantua	verbi	3770
pahentaa	verbi	3754
valtuuttaa	verbi	3742
pumpata	verbi	3732
alittaa	verbi	3712
saunoa	verbi	3710
ihastua	verbi	3702
ihmetyttää	verbi	3699
antautua	verbi	3693
vihata	verbi	3693
läpäistä	verbi	3671
patistaa	verbi	3670
vitsailla	verbi	3666
organisoida	verbi	3660
horjuttaa	verbi	3620
inspiroida	verbi	3620
motivoida	verbi	3618
seikkailla	verbi	3600
tuskailla	verbi	3596
piristää	verbi	3587
tehtailla	verbi	3580
päivittyä	verbi	3578
rasittaa	verbi	3576
mullistaa	verbi	3563
heijastaa	verbi	3558
suosittaa	verbi	3557
ojentaa	verbi	3548
aseistaa	verbi	3540
hiljentää	verbi	3539
aikaistaa	verbi	3537
ravistella	verbi	3533
oleskella	verbi	3529
rauhoitella	verbi	3529
taittua	verbi	3528
tyssätä	verbi	3517
kätkeä	verbi	3515
selostaa	verbi	3509
mieliä	verbi	3501
ommella	verbi	3489
aistia	verbi	3482
neuloa	verbi	3482
hämmentyä	verbi	3478
hellittää	verbi	3472
kuultaa	verbi	3465
partioida	verbi	3465
puhutella	verbi	3460
varastoida	verbi	3457
nollata	verbi	3450
taittaa	verbi	3445
laantua	verbi	3444
pilaantua	verbi	3439
viivästyttää	verbi	3437
nujertaa	verbi	3423
täräyttää	verbi	3420
kunnostautua	verbi	3418
riisua	verbi	3415
majoittaa	verbi	3413
päällystää	verbi	3400
sotia	verbi	3398
aloitella	verbi	3397
haalia	verbi	3388
lastata	verbi	3386
sulkia	verbi	3382
viestittää	verbi	3378
järjestyä	verbi	3358
ratsastaa	verbi	3353
selättää	verbi	3338
hiljetä	verbi	3330
sopeuttaa	verbi	3329
taantua	verbi	3328
kuvastaa	verbi	3324
räätälöidä	verbi	3322
kariutua	verbi	3320
värittää	verbi	3316
