Hakusana	Sanaluokat	count
perhe	substantiivi	132311
tavoite	substantiivi	132072
käsi	substantiivi	132040
kyse	substantiivi	131285
matka	substantiivi	130566
asiakas	substantiivi	129800
nimi	substantiivi	129355
yhteys	substantiivi	128082
palvelu	substantiivi	127243
pari	substantiivi*	126924
väli	substantiivi	126888
sunnuntai	substantiivi	124864
kansainvälinen	adjektiivi, substantiivi	124493
yliopisto	substantiivi	122878
apu	substantiivi	122737
tutkimus	substantiivi	122534
puolue	substantiivi	119709
tie	substantiivi	119474
korkea	adjektiivi, substantiivi	118640
jatko	substantiivi	118352
piste	substantiivi	117763
toimitusjohtaja	substantiivi	117431
tarkoitus	substantiivi	116750
hinta	substantiivi	116029
uutinen	substantiivi	115043
sopimus	substantiivi	114395
oikeus	substantiivi	113964
kauppa	substantiivi	112657
tunti	substantiivi	111993
valtio	substantiivi	111543
tulevaisuus	substantiivi	110624
valmis	adjektiivi, substantiivi	110051
kysymys	substantiivi	108435
kilpailu	substantiivi	108248
metri	substantiivi	107075
keskustelu	substantiivi	106815
minuutti	substantiivi	106655
areena	substantiivi	105412
talo	substantiivi	103912
liikenne	substantiivi	102785
asukas	substantiivi	102703
tällainen	adjektiivi, substantiivi	101798
pää	substantiivi	100405
tuki	substantiivi	100171
sarja	substantiivi	100143
elokuva	substantiivi	99914
rakennus	substantiivi	99229
ääni	substantiivi	99189
ura	substantiivi	99008
tuleva	adjektiivi, substantiivi	98499
EU	substantiivi	98357
ratkaisu	substantiivi	98274
seura	substantiivi	96872
tulo	substantiivi	95929
niisi	substantiivi	95858
kilometri	substantiivi	94997
peruste	substantiivi	94898
raja	substantiivi*	94502
media	substantiivi	94375
sairaala	substantiivi	94322
poika	substantiivi	94203
musiikki	substantiivi	94147
pääministeri	substantiivi	93920
koti	substantiivi	92448
talous	substantiivi	90952
ryhmä	substantiivi	90837
vaikutus	substantiivi	89884
urheilu	substantiivi	89135
yö	substantiivi	88570
video	substantiivi	88329
pelastuslaitos	substantiivi	87859
kohta	substantiivi	87789
ohjelma	substantiivi	87375
aihe	substantiivi	87348
tutkija	substantiivi	86833
oikea	adjektiivi, substantiivi	86202
tarve	substantiivi	86149
asiantuntija	substantiivi	85804
ero	substantiivi	85272
taso	substantiivi	84972
ilta	substantiivi	83674
esitys	substantiivi	83380
elokuu	substantiivi	82804
kokemus	substantiivi	82683
opiskelija	substantiivi	82427
äiti	substantiivi	82324
yleisö	substantiivi	82298
kesäkuu	substantiivi	82288
kunto	substantiivi	81866
erä	substantiivi	80988
vaihe	substantiivi	80936
johto	substantiivi	80780
lupa	substantiivi	80518
käytäntö	substantiivi	80276
läpi	adverbi, postpositio, prepositio, substantiivi	80245
hanke	substantiivi	79561
asunto	substantiivi	79406
toimittaja	substantiivi	79087
voima	substantiivi	78802
laki	substantiivi*	78434
kanta	substantiivi	78370
kasvu	substantiivi	78049
päävalmentaja	substantiivi	77882
hoito	substantiivi	77822
talvi	substantiivi	77191
jäsen	substantiivi	77044
kansanedustaja	substantiivi	76964
tammikuu	substantiivi	76316
suunta	substantiivi	76251
toukokuu	substantiivi	75425
tuttu	adjektiivi, substantiivi	75380
oy	substantiivi	75087
suunnitelma	substantiivi	74938
liiga	substantiivi	74715
paha	adjektiivi, substantiivi	74583
asema	substantiivi	74045
eduskunta	substantiivi	73923
heinäkuu	substantiivi	73541
metsä	substantiivi	73500
sota	substantiivi	73210
syyskuu	substantiivi	73181
huomio	substantiivi	73102
perussuomalainen	adjektiivi, substantiivi	72999
ajatus	substantiivi	72939
tekijä	substantiivi	72612
yrittäjä	substantiivi	71999
laji	substantiivi	71815
kohde	substantiivi	71753
haastattelu	substantiivi	71087
ala	substantiivi	70938
marraskuu	substantiivi	70219
työpaikka	substantiivi	70219
maakunta	substantiivi	70200
tausta	substantiivi	70169
lokakuu	substantiivi	70022
suora	adjektiivi, substantiivi	69857
lääkäri	substantiivi	69646
historia	substantiivi	69566
tiedote	substantiivi	69421
vaali	substantiivi	69007
kokous	substantiivi	68337
kenttä	substantiivi	68077
arvio	substantiivi	67949
joulukuu	substantiivi	67880
koira	substantiivi	67587
puu	substantiivi	67371
ruoka	substantiivi	67309
helmikuu	substantiivi	66978
isä	substantiivi	66748
tartunta	substantiivi	66491
kirja	substantiivi	66261
lehti	substantiivi	66061
kappale	substantiivi	65136
potilas	substantiivi	65109
tosi	adjektiivi, adverbi, substantiivi	65038
julkinen	adjektiivi, substantiivi	65003
tehdas	substantiivi	64857
oppilas	substantiivi	64716
tekeminen	substantiivi	64553
tarina	substantiivi	64388
huhtikuu	substantiivi	64377
kuu	substantiivi	64284
onnettomuus	substantiivi	64141
uhri	substantiivi	63800
puhe	substantiivi	63764
sähkö	substantiivi	63510
valmentaja	substantiivi	63463
vaihtoehto	substantiivi	63245
vastaus	substantiivi	62932
kirkko	substantiivi	62902
rooli	substantiivi	62683
finaali	substantiivi	62456
myynti	substantiivi	62394
koulutus	substantiivi	62191
joki	substantiivi	61999
kokoomus	substantiivi	61945
tunne	substantiivi	61838
nousu	substantiivi	61817
ehdokas	substantiivi	61250
viikonloppu	substantiivi	61104
paikallinen	adjektiivi, substantiivi	61058
vihreä	adjektiivi, substantiivi	60530
opettaja	substantiivi	60266
venäläinen	adjektiivi, substantiivi	60231
aamu	substantiivi	60193
tuote	substantiivi	60098
mestari	substantiivi	60056
kierros	substantiivi	59991
lumi	substantiivi	59783
jalkapallo	substantiivi	59541
viranomainen	substantiivi	59523
aikuinen	adjektiivi, substantiivi	59372
vieras	adjektiivi, substantiivi	59362
ravintola	substantiivi	59316
selvitys	substantiivi	58996
teko	substantiivi	58839
kieli	substantiivi	58704
perinteinen	adjektiivi, substantiivi	58680
merkitys	substantiivi	58441
valtuusto	substantiivi	58386
sana	substantiivi	58280
tyttö	substantiivi	58134
vauhti	substantiivi	57690
jääkiekko	substantiivi	57620
kone	substantiivi	57420
toimi	substantiivi	57287
urheilija	substantiivi	57261
edustaja	substantiivi	57103
jää	substantiivi	56927
viesti	substantiivi	56924
kuljettaja	substantiivi	56887
vastuu	substantiivi	56620
kysely	substantiivi	56342
ovi	substantiivi	56020
keino	substantiivi	55950
kuvituskuva	substantiivi	55754
luku	substantiivi	55717
tiukka	adjektiivi, substantiivi	55579
osuus	substantiivi	55332
huoli	substantiivi	55308
neuvottelu	substantiivi	55177
lähde	substantiivi	54797
liitto	substantiivi	54537
isku	substantiivi	54120
seutu	substantiivi	54086
tuotanto	substantiivi	53842
omistaja	substantiivi	53616
luonto	substantiivi	53584
mestaruus	substantiivi	53361
radio	substantiivi	53164
professori	substantiivi	52743
arki	substantiivi	52657
henki	substantiivi	52619
liike	substantiivi	52479
rikos	substantiivi	52190
arvo	substantiivi	52134
kaupunginhallitus	substantiivi	51859
katu	substantiivi	51775
eläin	substantiivi	51659
verkko	substantiivi	51272
teos	substantiivi	50923
sairaanhoitopiiri	substantiivi	50870
malli	substantiivi	50728
vuo	substantiivi	50563
linja	substantiivi	50526
käynti	substantiivi	50508
pallo	substantiivi	50344
lukio	substantiivi	50044
suhde	substantiivi	49923
tuomio	substantiivi	49864
kari	substantiivi	49843
riski	substantiivi	49700
tappio	substantiivi	49523
lasku	substantiivi	49200
valinta	substantiivi	48788
vuosikymmen	substantiivi	48705
lähetys	substantiivi	48475
kortti	substantiivi	48470
harjoitus	substantiivi	48397
vapaa	adjektiivi, substantiivi	47961
ranta	substantiivi	47746
aste	substantiivi	47672
ystävä	substantiivi	47599
sekunti	substantiivi	47575
sija	substantiivi	47498
jalka	substantiivi	47493
pohjoinen	substantiivi, adjektiivi	47146
lippu	substantiivi	46928
energia	substantiivi	46768
laitos	substantiivi	46697
kuolema	substantiivi	46229
vastaava	adjektiivi, substantiivi	46228
normaali	adjektiivi, substantiivi	46173
turvallisuus	substantiivi	45909
pohja	substantiivi	45895
kaupunginjohtaja	substantiivi	45815
vaihto	substantiivi	45802
meno	substantiivi	45768
lista	substantiivi	45581
päiväkoti	substantiivi	45446
vasta	substantiivi	45399
silmä	substantiivi	45234
ulkomaa	substantiivi	45147
haaste	substantiivi	45076
punainen	adjektiivi, substantiivi	44926
ympäristö	substantiivi	44920
joulu	substantiivi	44882
piha	substantiivi	44840
iltapäivä	substantiivi	44570
koronavirus	substantiivi	44433
kustannus	substantiivi	44402
järjestö	substantiivi	44284
seuraus	substantiivi	44210
pankki	substantiivi	44031
rinne	substantiivi	43859
rahoitus	substantiivi	43813
puhelin	substantiivi	43606
käsittely	substantiivi	43526
turvapaikanhakija	substantiivi	43165
henkilökunta	substantiivi	43014
sivu	substantiivi, postpositio, prepositio, adverbi	43000
kärki	substantiivi	42905
korona	substantiivi	42357
yksityinen	adjektiivi, substantiivi	42318
kunnanjohtaja	substantiivi	42282
kommentti	substantiivi	42189
terveys	substantiivi	42048
kulttuuri	substantiivi	42026
saari	substantiivi	42018
hyvinvointialue	substantiivi	41916
jakso	substantiivi	41881
kehitys	substantiivi	41536
kaveri	substantiivi	41382
kylä	substantiivi	41162
leijona	substantiivi	41133
maajoukkue	substantiivi	40924
valo	substantiivi	40901
politiikka	substantiivi	40786
lento	substantiivi*, adverbi	40728
ikä	substantiivi	40597
palkka	substantiivi	40572
suomi	substantiivi	40462
sotilas	substantiivi	40387
kotka	substantiivi	40377
markkinat	substantiivi	40301
uudistus	substantiivi	40291
syyttäjä	substantiivi	40285
turnaus	substantiivi	40210
syyte	substantiivi	40124
tutkinta	substantiivi	40089
kansalainen	substantiivi	40056
armeija	substantiivi	40020
palko	substantiivi	39700
kokonaisuus	substantiivi	39644
merkki	substantiivi	39638
avu	substantiivi	39627
rata	substantiivi	39623
täysi	adjektiivi, substantiivi	39588
vastustaja	substantiivi	39545
ilmoitus	substantiivi	39309
yksikkö	substantiivi	39283
maalivahti	substantiivi	39218
yhdistys	substantiivi	39173
teatteri	substantiivi	39082
henkilöstö	substantiivi	38994
hyökkäys	substantiivi	38838
kanna	substantiivi	38831
maailmancup	substantiivi	38756
museo	substantiivi	38612
netti	substantiivi	38587
kansa	substantiivi	38567
ministeri	substantiivi	38422
seurakunta	substantiivi	38398
virhe	substantiivi	38319
vaara	substantiivi*	38287
julkisuus	substantiivi	38180
lintu	substantiivi	38127
voittaja	substantiivi	38017
valkoinen	adjektiivi, substantiivi	37994
katsoja	substantiivi	37950
sää	substantiivi	37947
aikataulu	substantiivi	37874
ehto	substantiivi	37681
säästö	substantiivi	37672
suosio	substantiivi	37663
ase	substantiivi	37571
keskussairaala	substantiivi	37571
mielenosoitus	substantiivi	37520
palkinto	substantiivi	37360
keltainen	adjektiivi, substantiivi	37147
matkustaja	substantiivi	36939
maaliskuu	substantiivi	36896
ilma	substantiivi	36877
luokka	substantiivi*	36865
vanhus	substantiivi	36657
pääosa	substantiivi	36446
ruotsalainen	adjektiivi, substantiivi	36387
sanoma	substantiivi	36372
opetus	substantiivi	36361
rajoitus	substantiivi	36355
lämmin	adjektiivi, substantiivi	36211
teksti	substantiivi	36198
olo	substantiivi	36173
rokote	substantiivi	36111
cup	substantiivi	36110
kysyntä	substantiivi	36091
tähti	substantiivi	36065
katto	substantiivi	36026
juhla	substantiivi	36021
ennätys	substantiivi	35959
taistelu	substantiivi	35737
jokeri	substantiivi	35729
meri	substantiivi	35589
kylmä	adjektiivi, substantiivi	35472
tunnelma	substantiivi	35410
lakko	substantiivi	35316
musta	adjektiivi, substantiivi	35230
hoitaja	substantiivi	35188
näkökulma	substantiivi	35162
seinä	substantiivi	35008
vahinko	substantiivi	34962
tilaisuus	substantiivi	34881
reitti	substantiivi	34805
juna	substantiivi	34801
pöytä	substantiivi	34770
esimerkki	substantiivi	34760
vara	substantiivi	34726
ilves	substantiivi	34725
jälki	substantiivi	34632
ohje	substantiivi	34602
laite	substantiivi	34586
hotelli	substantiivi	34476
tilasto	substantiivi	34466
yllätys	substantiivi	34438
vähä	adjektiivi, substantiivi	34418
hallinto	substantiivi	34346
kiekko	substantiivi	34329
näyttelijä	substantiivi	34231
taide	substantiivi	34230
hyökkääjä	substantiivi	34203
piiri	substantiivi	34194
leikkaus	substantiivi	34180
kirjasto	substantiivi	34169
menestys	substantiivi	34125
kiinteistö	substantiivi	34105
satama	substantiivi	34051
ote	substantiivi	34047
lääke	substantiivi	34016
lentokenttä	substantiivi	33941
mielenosoittaja	substantiivi	33862
keikka	substantiivi	33816
työnantaja	substantiivi	33790
henkilöauto	substantiivi	33757
järjestelmä	substantiivi	33726
lähtö	substantiivi	33688
yhteistyö	substantiivi	33635
sisältö	substantiivi	33629
väkivalta	substantiivi	33593
parlamentti	substantiivi	33512
valta	substantiivi	33500
havainto	substantiivi	33451
käräjäoikeus	substantiivi	33398
sade	substantiivi	33330
hyvinvointi	substantiivi	33249
ehdotus	substantiivi	33236
kärppä	substantiivi	33230
teema	substantiivi	33187
kotimaa	substantiivi	33181
rivi	substantiivi	33156
idea	substantiivi	33120
näkemys	substantiivi	32980
raportti	substantiivi	32970
tuuli	substantiivi	32808
tontti	substantiivi	32726
pelko	substantiivi	32595
testi	substantiivi	32580
remontti	substantiivi	32462
kamera	substantiivi	32373
vaikeus	substantiivi	32291
puoliväli	substantiivi	32029
työtön	adjektiivi, substantiivi	32005
tauko	substantiivi	31919
investointi	substantiivi	31838
tyhjä	adjektiivi, substantiivi	31794
toive	substantiivi	31757
karhu	substantiivi	31691
edusta	substantiivi	31487
kannattaja	substantiivi	31474
palo	substantiivi	31466
paine	substantiivi	31416
ulkoministeri	substantiivi	31078
hyöty	substantiivi	31059
käyttäjä	substantiivi	30953
mielipide	substantiivi	30946
laukaus	substantiivi	30799
etu	substantiivi	30784
vastainen	adjektiivi, substantiivi	30706
hallinto-oikeus	substantiivi	30656
järvi	substantiivi	30632
pakkanen	substantiivi	30576
vuorokausi	substantiivi	30420
kanava	substantiivi	30400
korvaus	substantiivi	30312
väki	substantiivi	30064
puolustaja	substantiivi	29953
summa	substantiivi	29922
puola	substantiivi*	29907
kannatus	substantiivi	29763
fani	substantiivi	29725
vankila	substantiivi	29662
kriisi	substantiivi	29616
ilmiö	substantiivi	29483
levy	substantiivi	29468
vaate	substantiivi	29462
silta	substantiivi	29423
sääntö	substantiivi	29394
parka	substantiivi*	29344
teho	substantiivi	29248
tavara	substantiivi	29203
etelä	substantiivi	29164
tappara	substantiivi	29150
taiteilija	substantiivi	29145
kuluttaja	substantiivi	29082
tauti	substantiivi	29067
pudotuspeli	substantiivi	29003
dollari	substantiivi	28917
artikkeli	substantiivi	28900
muoto	substantiivi	28895
numero	substantiivi	28894
olosuhteet	substantiivi	28878
puute	substantiivi	28835
välierä	substantiivi	28811
ohjaaja	substantiivi	28803
hevonen	substantiivi	28778
kala	substantiivi	28765
halli	substantiivi*	28750
pääkaupunki	substantiivi	28676
lausunto	substantiivi	28622
vuoro	substantiivi	28588
ykkönen	substantiivi	28515
pinta	substantiivi	28493
terveydenhuolto	substantiivi	28427
homma	substantiivi	28374
vaatimus	substantiivi	28334
lämpötila	substantiivi	28284
alkuvuosi	substantiivi	28280
konsertti	substantiivi	28263
laatu	substantiivi	28213
biisi	substantiivi	28126
hovioikeus	substantiivi	28116
virka	substantiivi	27948
festivaali	substantiivi	27923
vene	substantiivi	27908
näyttely	substantiivi	27903
kuuma	adjektiivi, substantiivi	27839
ammattikorkeakoulu	substantiivi	27831
ministeriö	substantiivi	27731
susi	substantiivi	27725
laiva	substantiivi	27701
turha	adjektiivi, substantiivi	27630
puolustusvoimat	substantiivi	27624
poliitikko	substantiivi	27479
rauha	substantiivi	27476
bussi	substantiivi	27455
city	substantiivi	27454
pääkaupunkiseutu	substantiivi	27426
pakko	substantiivi	27371
mitali	substantiivi	27344
artisti	substantiivi	27314
kuollut	substantiivi, adjektiivi	27210
joensuu	substantiivi	27065
kilo	substantiivi*	27031
hakija	substantiivi	27002
vapaaehtoinen	adjektiivi, substantiivi	26935
saksalainen	adjektiivi, substantiivi	26925
vamma	substantiivi	26865
lukko	substantiivi	26829
toimija	substantiivi	26798
valitus	substantiivi	26753
sairaus	substantiivi	26737
äänestys	substantiivi	26711
leiri	substantiivi	26675
rakenne	substantiivi	26640
paluu	substantiivi	26627
kapteeni	substantiivi	26583
nuora	substantiivi	26551
tori	substantiivi	26475
eläke	substantiivi	26392
alus	substantiivi	26372
kirjailija	substantiivi	26361
yhtye	substantiivi	26344
puisto	substantiivi	26291
oire	substantiivi	26286
murha	substantiivi	26267
ikkuna	substantiivi	26230
ansio	substantiivi	26223
taito	substantiivi	26174
televisio	substantiivi	26060
bändi	substantiivi	25997
osuma	substantiivi	25992
materiaali	substantiivi	25970
palaute	substantiivi	25950
verkkosivu	substantiivi	25908
valtaosa	substantiivi	25886
pelto	substantiivi	25863
yhteisö	substantiivi	25811
ammattilainen	substantiivi	25801
kohtalo	substantiivi	25795
huippu	substantiivi	25756
suunnittelu	substantiivi	25756
rehtori	substantiivi	25626
kaupunginvaltuusto	substantiivi	25615
vanhempi	adjektiivi, substantiivi	25595
paikkakunta	substantiivi	25531
alkoholi	substantiivi	25522
odotus	substantiivi	25464
budjetti	substantiivi	25369
valvonta	substantiivi	25266
tulipalo	substantiivi	25171
oppositio	substantiivi	25154
koululainen	substantiivi	25124
kauppakeskus	substantiivi	25118
vika	substantiivi	25112
luottamus	substantiivi	25110
sydän	substantiivi	25101
karanteeni	substantiivi	25093
pääsy	substantiivi	25063
kunnanhallitus	substantiivi	24987
kerrostalo	substantiivi	24908
mukava	adjektiivi, substantiivi	24894
työryhmä	substantiivi	24879
suu	substantiivi	24864
matala	adjektiivi, substantiivi	24722
suoritus	substantiivi	24704
amerikkalainen	adjektiivi, substantiivi	24606
projekti	substantiivi	24558
puhdas	adjektiivi, substantiivi	24526
tytär	substantiivi	24514
aine	substantiivi	24437
kivi	substantiivi	24420
kasvot	substantiivi	24407
tiedotustilaisuus	substantiivi	24392
kyyti	substantiivi	24374
rangaistus	substantiivi	24364
paperi	substantiivi	24316
toimenpide	substantiivi	24314
karsinta	substantiivi	24274
kampanja	substantiivi	24269
tapaaminen	substantiivi	24262
vastaanottokeskus	substantiivi	24190
maksu	substantiivi	24153
saaminen	substantiivi	24117
vauva	substantiivi	24000
hakemus	substantiivi	23994
kiinnostus	substantiivi	23981
muisto	substantiivi	23926
tahti	substantiivi	23926
vaimo	substantiivi	23871
lukema	substantiivi	23853
aluehallintovirasto	substantiivi	23850
osaaminen	substantiivi	23813
laulu	substantiivi	23701
osapuoli	substantiivi	23695
keskus	substantiivi	23594
mahdoton	adjektiivi, substantiivi	23559
säkä	substantiivi*	23542
lopputulos	substantiivi	23538
ilo	substantiivi	23527
sentti	substantiivi	23510
dokumentti	substantiivi	23482
eurooppalainen	adjektiivi, substantiivi	23482
unioni	substantiivi	23482
kaivos	substantiivi	23458
koko	substantiivi	23434
tietokone	substantiivi	23394
kyltti	substantiivi	23268
selkä	substantiivi	23190
paikko	substantiivi	23109
hallinta	substantiivi	23033
ulkomaalainen	substantiivi, adjektiivi	23033
suositus	substantiivi	22950
ulkopuolinen	adjektiivi, substantiivi	22925
porukka	substantiivi	22891
virkamies	substantiivi	22742
vero	substantiivi	22739
laina	substantiivi	22722
kakkonen	substantiivi	22642
into	substantiivi	22587
yhdysvaltalainen	adjektiivi, substantiivi	22585
toiminnanjohtaja	substantiivi	22563
päällikkö	substantiivi	22561
logo	substantiivi	22436
liikunta	substantiivi	22411
näyttö	substantiivi	22366
tuomari	substantiivi	22357
omakotitalo	substantiivi	22349
siirto	substantiivi	22334
tuottaja	substantiivi	22312
ajoneuvo	substantiivi	22269
ranskalainen	adjektiivi, substantiivi	22182
hauska	adjektiivi, substantiivi	22142
sijoitus	substantiivi	22132
maisema	substantiivi	22117
myrsky	substantiivi	22087
tekniikka	substantiivi	22007
komissio	substantiivi	21953
länsi	substantiivi	21942
harrastus	substantiivi	21911
vankeus	substantiivi	21832
puolustus	substantiivi	21826
rakkaus	substantiivi	21747
matkailu	substantiivi	21710
valmistelu	substantiivi	21708
kokoonpano	substantiivi	21694
laulaja	substantiivi	21690
unelma	substantiivi	21678
väite	substantiivi	21672
vierailu	substantiivi	21579
naapuri	substantiivi	21541
rokotus	substantiivi	21506
ammatti	substantiivi	21321
lahti	substantiivi*	21271
taivas	substantiivi	21251
järjestäjä	substantiivi	21244
laita	substantiivi	21243
kirje	substantiivi	21203
halu	substantiivi	21120
kunnia	substantiivi	21105
kartta	substantiivi	21099
kurssi	substantiivi	21057
ässä	substantiivi*	21001
nettisivu	substantiivi	20991
hahmo	substantiivi	20961
talli	substantiivi	20921
kiitos	substantiivi	20843
uimahalli	substantiivi	20801
näkymä	substantiivi	20796
tuli	substantiivi	20790
pyörä	substantiivi	20717
väri	substantiivi	20712
näyte	substantiivi	20689
kiire	substantiivi*	20643
paita	substantiivi	20562
sari	substantiivi	20520
poliisilaitos	substantiivi	20492
runkosarja	substantiivi	20484
vinkki	substantiivi	20438
osasto	substantiivi	20297
kela	substantiivi	20254
velka	substantiivi	20220
kritiikki	substantiivi	20214
vastaaja	substantiivi	20146
ikävä	adjektiivi, substantiivi	20144
terveyskeskus	substantiivi	20131
taho	substantiivi	20122
liikevaihto	substantiivi	20058
pettymys	substantiivi	20038
kamppailu	substantiivi	20036
kiinalainen	adjektiivi, substantiivi	20019
polttoaine	substantiivi	19989
päättäjä	substantiivi	19920
sähköposti	substantiivi	19880
korjaus	substantiivi	19832
lautakunta	substantiivi	19829
hiljainen	adjektiivi, substantiivi	19788
väestö	substantiivi	19722
käsitys	substantiivi	19671
linna	substantiivi	19671
kissa	substantiivi	19666
kiista	substantiivi	19618
varapuheenjohtaja	substantiivi	19617
teollisuus	substantiivi	19560
lentokone	substantiivi	19550
virus	substantiivi	19549
kulku	substantiivi	19548
mäki	substantiivi	19520
tuntematon	adjektiivi, substantiivi	19512
sauna	substantiivi	19490
pakolainen	substantiivi	19470
osavaltio	substantiivi	19464
putki	substantiivi	19460
vanki	substantiivi	19449
usko	substantiivi	19444
olympialaiset	substantiivi	19436
sukupolvi	substantiivi	19297
puoliso	substantiivi	19277
uhka	substantiivi	19223
avustus	substantiivi	19200
karsi	substantiivi	19170
mäkäräinen	substantiivi	19169
valtuutettu	adjektiivi, substantiivi	19163
hehtaari	substantiivi	19150
öljy	substantiivi	19148
kasvi	substantiivi	19145
esitutkinta	substantiivi	19134
varkaus	substantiivi	19128
terve	adjektiivi, substantiivi	19096
rekka	substantiivi*	19054
vastaanotto	substantiivi	19037
autoilija	substantiivi	19028
maski	substantiivi	18902
periaate	substantiivi	18891
korotus	substantiivi	18824
loma	substantiivi	18798
kaupungintalo	substantiivi	18786
kokeilu	substantiivi	18754
huume	substantiivi	18740
ukrainalainen	adjektiivi, substantiivi	18686
enemmistö	substantiivi	18672
huone	substantiivi	18651
muusikko	substantiivi	18644
hankinta	substantiivi	18637
jono	substantiivi	18636
yhteiskunta	substantiivi	18620
harjoittelu	substantiivi	18565
työelämä	substantiivi	18548
prosessi	substantiivi	18537
kännykkä	substantiivi	18527
asenne	substantiivi	18457
hiihto	substantiivi	18443
puolivälierä	substantiivi	18432
pula	substantiivi	18418
kävijä	substantiivi	18342
näytelmä	substantiivi	18340
lentoasema	substantiivi	18337
terveysasema	substantiivi	18244
ralli	substantiivi*	18231
päästö	substantiivi	18221
päivystys	substantiivi	18179
turisti	substantiivi	18170
maasto	substantiivi	18123
mökki	substantiivi	18089
läheisyys	substantiivi	18061
syvä	adjektiivi, substantiivi	18055
koto	substantiivi*	18036
sovellus	substantiivi	18023
paketti	substantiivi	18006
tuho	substantiivi	17985
mitta	substantiivi	17943
toimisto	substantiivi	17935
vuodenvaihde	substantiivi	17896
linjaus	substantiivi	17866
torjunta	substantiivi	17827
blues	substantiivi	17818
katsomo	substantiivi	17764
oikeudenkäynti	substantiivi	17756
pahoinpitely	substantiivi	17718
työttömyys	substantiivi	17706
rengas	substantiivi	17701
sakko	substantiivi	17701
äänestäjä	substantiivi	17653
perinne	substantiivi	17622
tili	substantiivi	17620
juoksu	substantiivi	17613
maailmanmestari	substantiivi	17583
osoite	substantiivi	17559
huuhkaja	substantiivi	17531
ihme	substantiivi, adjektiivi	17517
haitta	substantiivi	17503
tasavalta	substantiivi	17482
pariskunta	substantiivi	17479
konkurssi	substantiivi	17464
kolari	substantiivi	17387
aamupäivä	substantiivi	17341
terveyspalvelu	substantiivi	17341
opinnot	substantiivi	17300
kaksikko	substantiivi	17279
tyyli	substantiivi	17253
sairaanhoitaja	substantiivi	17248
aloite	substantiivi	17229
ennuste	substantiivi	17222
valtatie	substantiivi	17169
aurinko	substantiivi	17168
tarjous	substantiivi	17098
hälytys	substantiivi	17022
koe	substantiivi	17021
pääasia	substantiivi	16984
stadion	substantiivi	16981
elävä	adjektiivi, substantiivi	16943
maahanmuuttaja	substantiivi	16919
jäte	substantiivi	16907
