Hakusana	Sanaluokat	count
siksi	adverbi	62082
vähemmän	adverbi	61837
yhtä	adverbi	60989
takana	postpositio, adverbi	59046
paremmin	adverbi	58714
pian	adverbi	58163
suoraan	adverbi	56409
toistaiseksi	adverbi	56015
selvästi	adverbi	54656
eteenpäin	adverbi	54020
ensin	adverbi	54010
sisään	postpositio, adverbi	53999
kesken	adverbi, postpositio, prepositio	53260
ohi	adverbi, postpositio, prepositio	51999
kaikkiaan	adverbi	51918
kokonaan	adverbi	51258
muuten	adverbi	50587
joskus	adverbi	50564
päälle	postpositio, adverbi	49853
todennäköisesti	adverbi	49370
oikein	adverbi	49002
sisällä	adverbi, postpositio	48774
sinne	adverbi	47822
toisaalta	adverbi	47582
uudelleen	adverbi	47183
ympäri	postpositio, prepositio, adverbi	46514
kovin	adverbi	46414
esiin	adverbi	44643
päällä	postpositio, adverbi	43923
sivu	substantiivi, postpositio, prepositio, adverbi	43000
kotona	adverbi	42720
varsinkin	adverbi	42646
nykyään	adverbi	42637
välttämättä	adverbi	42580
auki	adverbi	41836
tuolloin	adverbi	41601
parhaillaan	adverbi	41408
lento	substantiivi*, adverbi	40728
eilen	adverbi	40482
keskellä	adverbi, postpositio	40293
tietysti	adverbi	40286
toki	adverbi	40026
helposti	adverbi	38475
aikaisemmin	adverbi	37267
sieltä	adverbi	37107
yksin	adverbi	36015
vuosittain	adverbi	35905
muualla	adverbi	35819
runsaasti	adverbi	35502
eteen	postpositio, adverbi	35358
tarjolla	adverbi	35267
varsin	adverbi	34801
varmaan	adverbi	34623
tahansa	adverbi	34478
pelkästään	adverbi	34087
liikaa	adverbi	34082
läheltä	prepositio, postpositio, adverbi	32916
peräti	adverbi	32676
täältä	adverbi	32502
mahdollisesti	adverbi	32301
huomattavasti	adverbi	32254
lähinnä	prepositio, postpositio, adverbi	31962
ainoastaan	adverbi	31944
tosin	adverbi	31528
melko	adverbi, adjektiivi	31498
joko	adverbi, konjunktio	30836
yhtään	adverbi	30328
esille	adverbi	29965
päin	adverbi, prepositio	28655
yhteen	adverbi	28371
paitsi	prepositio, postpositio, adverbi	28353
huolissaan	adverbi	28107
keskimäärin	adverbi	27993
aluksi	adverbi	26948
tänne	adverbi	26876
viimeksi	adverbi	26682
jatkuvasti	adverbi	26626
vahvasti	adverbi	26377
tarpeeksi	adverbi	26351
kauan	adverbi	25972
kai	adverbi	25913
siten	adverbi	25897
normaalisti	adverbi	25839
melkein	adverbi	25774
nykyisin	adverbi	25479
esillä	adverbi	25399
täynnä	adverbi	25268
merkittävästi	adverbi	24881
mukaisesti	adverbi	23823
milloin	adverbi	23779
taakse	postpositio, adverbi	23433
liki	adverbi, prepositio, postpositio	23239
oikeasti	adverbi	23066
tietenkin	adverbi	23034
pitkin	postpositio, prepositio, adverbi	22754
huomenna	adverbi	22344
ympärillä	postpositio, adverbi	22325
etukäteen	adverbi	22218
onneksi	adverbi	22176
nimenomaan	adverbi	22096
lain	adverbi	22027
vakavasti	adverbi	22017
liikkeelle	adverbi	21926
takaa	postpositio, adverbi	21832
ilmi	adverbi, adjektiivi	21712
riittävästi	adverbi	21534
vieressä	postpositio, adverbi	21508
toisin	adverbi	21492
päivittäin	adverbi	21381
tuskin	adverbi	20895
paikoin	adverbi	20883
vähintään	adverbi	20811
osittain	adverbi	20641
samoin	adverbi	20584
toivottavasti	adverbi	20221
in	adverbi	20160
oikeastaan	adverbi	20080
noin	adverbi	19409
yllä	postpositio, adverbi	19344
irti	adverbi	19180
tarkemmin	adverbi	19112
enempi	adjektiivi, adverbi	19075
perin	adverbi*, adjektiivi	18948
edellä	adverbi, postpositio, prepositio	18906
alas	adverbi	18781
ilmeisesti	adverbi	18768
pitkälle	adverbi	18694
alta	postpositio, prepositio, adverbi	18473
jäljellä	adverbi	18148
viimeistään	adverbi	18049
entisestään	adverbi	18037
voimakkaasti	adverbi	18029
uudestaan	adverbi	17970
perässä	adverbi, postpositio	17939
kaikkein	adverbi	17925
totta	adverbi	17063
parhaiten	adverbi	16867
vihdoin	adverbi	16727
kunnolla	adverbi	16415
lähelle	prepositio, postpositio, adverbi	16321
välittömästi	adverbi	16180
selkeästi	adverbi	16150
kahdesti	adverbi	15995
tarkasti	adverbi	15872
huonosti	adverbi	15730
parhaimmillaan	adverbi	15730
lailla	adverbi	15578
tällöin	adverbi	15381
harvoin	adverbi	15307
kohden	postpositio, adverbi	15288
ulkona	adverbi	15129
väärin	adverbi	14983
välissä	postpositio, adverbi	14637
ollenkaan	adverbi	14609
pahasti	adverbi	14390
kaukana	adverbi	14197
tarkkaan	adverbi	13993
pikku	adjektiivi, adverbi	13938
enintään	adverbi	13597
myöhään	adverbi	13577
edestä	adverbi, postpositio	13509
yleisesti	adverbi	13423
ehdottomasti	adverbi	13387
kovasti	adverbi	13362
poikki	adverbi, postpositio, prepositio	13349
ylös	adverbi	13286
jonne	adverbi, substantiivi	13278
perään	adverbi, postpositio	13264
väliin	adverbi, postpositio	13095
ympärille	postpositio, adverbi	12900
nimittäin	adverbi	12840
keskenään	adverbi	12836
erikseen	adverbi	12827
muualle	adverbi	12784
poissa	adverbi	12695
pitkälti	adverbi	12688
ennallaan	adverbi	12475
varhain	adverbi	12455
ikinä	adverbi	12390
jotenkin	adverbi	12252
entä	adverbi	12175
mielellään	adverbi	12104
rajusti	adverbi	12055
perinteisesti	adverbi	12000
valitettavasti	adverbi	11978
hiukan	adverbi	11976
kunnon	adverbi	11845
aktiivisesti	adverbi	11788
välille	postpositio, adverbi	11708
peräkkäin	adverbi	11655
pahimmillaan	adverbi	11633
sittemmin	adverbi	11502
ikään	adverbi	11280
muualta	adverbi	11268
kotoisin	adverbi	11210
laajasti	adverbi	11162
lopuksi	adverbi	11051
meneillään	adverbi	11031
reilusti	adverbi	11025
monesti	adverbi	10922
kenties	adverbi	10672
sivussa	postpositio, adverbi	10481
vasten	postpositio, prepositio, adverbi	10294
useimmiten	adverbi	10171
avoinna	adverbi	10118
säännöllisesti	adverbi	9951
virallisesti	adverbi	9950
taloudellisesti	adverbi	9947
myöten	postpositio, adverbi	9939
mieluummin	adverbi	9923
anteeksi	adverbi	9897
itsestään	adverbi	9880
minne	adverbi	9858
ylipäätään	adverbi	9605
luonnollisesti	adverbi	9483
kohta	adverbi	9478
sisälle	adverbi, postpositio	9385
paljo	adjektiivi, adverbi, substantiivi	9367
kaikkialla	adverbi	9313
yhtäkkiä	adverbi	9284
hiljattain	adverbi	9278
tiettävästi	adverbi	9252
tiukasti	adverbi	9201
keskelle	adverbi, postpositio	9091
ensisijaisesti	adverbi	8957
ajoissa	adverbi	8855
päinvastoin	adverbi	8799
tavallaan	adverbi	8726
hitaasti	adverbi	8715
vähitellen	adverbi	8689
avoimesti	adverbi	8650
läsnä	adverbi	8609
pääsääntöisesti	adverbi	8580
sinänsä	adverbi	8550
julkisesti	adverbi	8524
lopullisesti	adverbi	8509
hiljaa	adverbi	8460
täyteen	adverbi	8460
viimein	adverbi	8460
rauhallisesti	adverbi	8392
ajoittain	adverbi	8352
kovaa	adverbi	8333
tosissaan	adverbi	8320
kansainvälisesti	adverbi	8311
rinnalle	postpositio, adverbi	8246
tuolla	adverbi	8233
tavallisesti	adverbi	8185
selvillä	adverbi	8124
puhelimitse	adverbi	8105
toisinaan	adverbi	8075
hienosti	adverbi	7962
tieten	adverbi	7916
niukasti	adverbi	7895
yksinkertaisesti	adverbi	7849
hirveästi	adverbi	7847
vapaasti	adverbi	7793
automaattisesti	adverbi	7781
rinnalla	postpositio, adverbi	7770
toiseksi	adverbi	7686
valtavasti	adverbi	7678
sittenkin	adverbi	7662
pahoin	adverbi	7660
suorastaan	adverbi	7629
viereen	postpositio, adverbi	7622
tehokkaasti	adverbi	7445
lähtökohtaisesti	adverbi	7439
henkisesti	adverbi	7406
tiiviisti	adverbi	7360
pikkuhiljaa	adverbi	7345
tasaisesti	adverbi	7303
valtakunnallisesti	adverbi	7238
vailla	postpositio, prepositio, adverbi	7185
vähiten	adverbi	7183
muutoin	adverbi	7172
kauas	adverbi	7169
luultavasti	adverbi	7164
varalta	postpositio, adverbi	7132
sisältä	adverbi, postpositio	7126
julki	adverbi	7106
henkilökohtaisesti	adverbi	6921
toistuvasti	adverbi	6871
enimmäkseen	adverbi	6824
myöskään	adverbi	6823
ylöspäin	adverbi	6804
suunnitteilla	adverbi	6801
ali	postpositio, adverbi	6653
tyhjillään	adverbi	6585
lyhyeen	adverbi	6573
rikki	adverbi	6538
aikaisin	adverbi	6481
miltei	adverbi	6462
pystyyn	adverbi	6457
jälkikäteen	adverbi	6351
perille	adverbi	6339
pystyssä	adverbi	6310
lyhyesti	adverbi	6283
fyysisesti	adverbi	6268
vastikään	adverbi	6257
korkeintaan	adverbi	6150
yksimielisesti	adverbi	6111
miinus	adverbi, prepositio, substantiivi	6094
talteen	adverbi	6025
turhaan	adverbi	5968
täysillä	adverbi	5927
turvallisesti	adverbi	5916
piano	substantiivi, adverbi	5871
aikoinaan	adverbi	5865
ylen	adverbi	5814
tyypillisesti	adverbi	5783
lähemmäs	prepositio, postpositio, adverbi	5773
ylivoimaisesti	adverbi	5770
ahkerasti	adverbi	5754
tahallaan	adverbi	5745
alaspäin	adverbi	5684
herkästi	adverbi	5657
puhtaasti	adverbi	5643
viikoittain	adverbi	5610
ennestään	adverbi	5507
harvemmin	adverbi	5485
vastakkain	adverbi	5484
vastaavasti	adverbi	5438
maailmanlaajuisesti	adverbi	5424
lievästi	adverbi	5374
hiljalleen	adverbi	5373
kertaalleen	adverbi	5369
vaille	postpositio, prepositio, adverbi	5369
aidosti	adverbi	5315
reippaasti	adverbi	5273
väkisin	adverbi	5255
tosiaan	adverbi	5253
rohkeasti	adverbi	5233
ennemmin	adverbi	5230
varsinaisesti	adverbi	5211
myöskin	adverbi	5169
suuresti	adverbi	5158
suunnilleen	adverbi	5149
edelle	adverbi, postpositio, prepositio	5101
etänä	adverbi	5082
ennalta	adverbi	5076
sentään	adverbi	5057
vireillä	adverbi	4955
ohessa	postpositio, adverbi	4938
liika	adjektiivi, substantiivi, adverbi	4928
laajalti	adverbi	4910
samanaikaisesti	adverbi	4896
jyrkästi	adverbi	4884
odotetusti	adverbi	4792
paikallaan	adverbi	4748
selville	adverbi	4734
ulkoa	adverbi	4729
erinomaisesti	adverbi	4692
osaksi	adverbi	4605
kuulemma	adverbi	4594
sekaisin	adverbi	4585
myönteisesti	adverbi	4584
väliaikaisesti	adverbi	4584
ylle	postpositio, adverbi	4515
suinkaan	adverbi	4507
laittomasti	adverbi	4500
liikkeellä	adverbi	4459
aikaisintaan	adverbi	4453
pikaisesti	adverbi	4408
äskettäin	adverbi	4340
täydellisesti	adverbi	4306
toistamiseen	adverbi	4264
jäljessä	postpositio, adverbi	4246
poliittisesti	adverbi	4239
ensinnä	adverbi	4203
pakoon	adverbi	4191
viikonloppuisin	adverbi	4187
karkuun	adverbi	4186
äkkiä	adverbi	4184
kolmesti	adverbi	4145
välistä	postpositio, adverbi	4110
entuudestaan	adverbi	4108
tuoreeltaan	adverbi	4074
naimisiin	adverbi	4035
pop	adverbi, substantiivi	4032
itsenäisesti	adverbi	3973
kesäisin	adverbi	3972
mukavasti	adverbi	3968
tuntuvasti	adverbi	3947
positiivisesti	adverbi	3929
kaukaa	adverbi	3919
huolellisesti	adverbi	3902
ääneen	adverbi	3844
teknisesti	adverbi	3834
vapaaehtoisesti	adverbi	3800
halki	adverbi, postpositio, prepositio	3786
virheellisesti	adverbi	3775
nurin	adverbi	3772
nykyisellään	adverbi	3758
jäljelle	adverbi	3751
poikkeuksellisesti	adverbi	3710
taaksepäin	adverbi	3688
loistavasti	adverbi	3669
kriittisesti	adverbi	3666
vaikeasti	adverbi	3623
käsillä	adverbi	3597
varteen	postpositio, adverbi	3572
tietoisesti	adverbi	3533
öisin	adverbi	3533
koolla	adverbi	3528
alkuun	adverbi	3507
sopivasti	adverbi	3503
väistämättä	adverbi	3490
mukaa	adverbi	3484
tekeillä	adverbi	3483
alhaalla	adverbi	3460
useasti	adverbi	3439
keskeltä	adverbi, postpositio	3428
paikallisesti	adverbi	3421
hukkaan	adverbi	3394
tasan	adverbi	3373
vieraissa	adverbi	3356
ylipäänsä	adverbi	3347
vierestä	postpositio, adverbi	3334
komeasti	adverbi	3319
varalle	postpositio, adverbi	3312
heikosti	adverbi	3296
suomalaisittain	adverbi	3259
alustavasti	adverbi	3245
jonnekin	adverbi	3193
seassa	postpositio, adverbi	3175
ylitse	postpositio, adverbi, prepositio	3168
hetkellisesti	adverbi	3156
monipuolisesti	adverbi	3120
kipeästi	adverbi	3095
kotoa	adverbi	3093
perillä	adverbi	3091
iltaisin	adverbi	3090
salaa	adverbi	3024
ohitse	adverbi, postpositio	3021
arkisin	adverbi	3017
kerran	adverbi	2994
just	adverbi	2990
päältä	postpositio, adverbi	2985
perusteellisesti	adverbi	2975
tarkalleen	adverbi	2957
roimasti	adverbi	2914
rehellisesti	adverbi	2862
hereillä	adverbi	2860
mieluiten	adverbi	2857
kauttaaltaan	adverbi	2848
vastaisesti	adverbi	2788
periksi	adverbi	2787
upeasti	adverbi	2783
jälkeenpäin	adverbi	2762
vilkkaasti	adverbi	2757
hukassa	adverbi	2743
sikäli	adverbi	2732
ensiksi	adverbi	2701
salassa	adverbi	2696
sähköisesti	adverbi	2695
vähempi	adjektiivi, adverbi	2678
ylhäältä	adverbi	2673
konkreettisesti	adverbi	2657
lujaa	adverbi	2655
innokkaasti	adverbi	2645
väliltä	postpositio, adverbi	2645
lähemmäksi	prepositio, postpositio, adverbi	2583
sekaan	postpositio, adverbi	2583
nykyä	adverbi	2567
dramaattisesti	adverbi	2555
syvästi	adverbi	2550
perjantaisin	adverbi	2549
elossa	adverbi	2546
kahtia	adverbi	2532
talvisin	adverbi	2531
ulospäin	adverbi	2526
kauemmas	adverbi	2523
vaiheittain	adverbi	2512
tarkoin	adverbi	2485
olennaisesti	adverbi	2481
vierekkäin	adverbi	2469
liepeillä	postpositio, adverbi	2465
asteittain	adverbi	2464
kiivaasti	adverbi	2462
tilapäisesti	adverbi	2460
kuoliaaksi	adverbi	2455
kauheasti	adverbi	2451
rutkasti	adverbi	2438
vakuuttavasti	adverbi	2434
ylhäällä	adverbi	2425
näkyvästi	adverbi	2387
asianmukaisesti	adverbi	2370
kauaa	adverbi	2358
onnistuneesti	adverbi	2352
tasalla	postpositio, adverbi	2332
rennosti	adverbi	2326
ikuisesti	adverbi	2322
kauempana	adverbi	2318
sujuvasti	adverbi	2314
maltillisesti	adverbi	2300
kuukausittain	adverbi	2288
kadoksissa	adverbi	2272
miksei	adverbi, kieltoverbi	2264
varovasti	adverbi	2262
paljolti	adverbi	2250
jokseenkin	adverbi	2249
siinä	adverbi	2241
kauemmin	adverbi	2227
omiaan	adverbi	2227
naimisissa	adverbi	2204
ripeästi	adverbi	2198
sinällään	adverbi	2173
yksinään	adverbi	2173
vallan	adverbi	2165
verrattain	adverbi	2147
raskaasti	adverbi	2146
kirjaimellisesti	adverbi	2144
umpeen	adverbi	2131
kuumeisesti	adverbi	2126
tuonne	adverbi	2118
jumissa	adverbi	2114
taannoin	adverbi	2103
pahiten	adverbi	2096
itsekseen	adverbi	2094
out	adverbi	2086
lähempänä	prepositio, postpositio, adverbi	2085
paikoitellen	adverbi	2063
kevyesti	adverbi	2061
syvällä	adverbi	2035
isosti	adverbi	2034
aamuisin	adverbi	2032
tuossa	adverbi	2028
muka	adverbi	2027
suhteellisesti	adverbi	2017
huimasti	adverbi	2015
alueellisesti	adverbi	2008
toisaalla	adverbi	2005
kieltämättä	adverbi	1987
tunnetusti	adverbi	1975
lopen	adverbi	1962
syvemmälle	adverbi	1954
tuplasti	adverbi	1943
yksinomaan	adverbi	1939
hurjasti	adverbi	1934
täsmälleen	adverbi	1934
tylysti	adverbi	1921
radikaalisti	adverbi	1918
taatusti	adverbi	1913
karkeasti	adverbi	1904
täpärästi	adverbi	1893
ihmeissään	adverbi	1889
alkujaan	adverbi	1874
kauniisti	adverbi	1867
keväisin	adverbi	1867
tapauskohtaisesti	adverbi	1866
neljästi	adverbi	1856
mallikkaasti	adverbi	1851
vähiin	adverbi	1842
rinnakkain	adverbi	1817
iloisesti	adverbi	1805
alempana	adverbi	1797
tyystin	adverbi	1790
entisellään	adverbi	1788
kielteisesti	adverbi	1787
kasvokkain	adverbi	1773
korkeimmillaan	adverbi	1755
lähettyvillä	postpositio, adverbi	1749
alati	adverbi	1747
satunnaisesti	adverbi	1744
laillisesti	adverbi	1731
kaikkialle	adverbi	1727
likoon	adverbi	1723
paikalleen	adverbi	1711
tasapuolisesti	adverbi	1700
jumiin	adverbi	1699
harvaan	adverbi	1698
lauantaisin	adverbi	1695
lähestulkoon	adverbi	1694
kovilla	adverbi	1693
vauhdikkaasti	adverbi	1692
eritoten	adverbi	1689
kauempaa	adverbi	1689
päivisin	adverbi	1685
vasemmalta	adverbi	1682
ankarasti	adverbi	1673
harvakseltaan	adverbi	1673
varovaisesti	adverbi	1670
ympäriltä	postpositio, adverbi	1669
plus	adverbi, prepositio, substantiivi	1645
omatoimisesti	adverbi	1639
korkeasti	adverbi	1629
itsessään	adverbi	1608
aikanaan	adverbi	1606
sataprosenttisesti	adverbi	1606
vuolaasti	adverbi	1606
rahallisesti	adverbi	1592
yksiselitteisesti	adverbi	1590
tarjolle	adverbi	1585
lämpimästi	adverbi	1582
määrällisesti	adverbi	1580
tyylikkäästi	adverbi	1574
aggressiivisesti	adverbi	1569
keskiviikkoisin	adverbi	1569
kauemmaksi	adverbi	1562
harmissaan	adverbi	1557
pahoillaan	adverbi	1548
etenkään	adverbi	1546
sunnuntaisin	adverbi	1540
toisinpäin	adverbi	1539
yhtäjaksoisesti	adverbi	1537
hyvästi	adverbi, interjektio, substantiivi	1533
yhteisesti	adverbi	1525
taitavasti	adverbi	1522
määrätietoisesti	adverbi	1521
piakkoin	adverbi	1521
pohjimmiltaan	adverbi	1513
nihkeästi	adverbi	1507
paikkeilla	postpositio, adverbi	1505
seksuaalisesti	adverbi	1495
ennalleen	adverbi	1492
vastuullisesti	adverbi	1491
oikeassa	adverbi	1479
asiallisesti	adverbi	1476
lähtöisin	adverbi	1468
räjähdysmäisesti	adverbi	1468
syksyisin	adverbi	1468
näet	adverbi	1440
mieluusti	adverbi	1427
vakaasti	adverbi	1425
näköjään	adverbi	1424
kasvotusten	adverbi	1411
hallitusti	adverbi	1405
liiaksi	adverbi	1404
kirjallisesti	adverbi	1401
seuraavasti	adverbi	1380
luontevasti	adverbi	1378
korkealla	adverbi	1377
päällekkäin	adverbi	1376
yksistään	adverbi	1373
sitkeästi	adverbi	1364
tallessa	adverbi	1338
yhteiskunnallisesti	adverbi	1331
väkivaltaisesti	adverbi	1325
rankasti	adverbi	1324
päiväsaikaan	adverbi	1322
kirkkaasti	adverbi	1316
suoranaisesti	adverbi	1310
kätevästi	adverbi	1308
toteen	adverbi	1308
järkevästi	adverbi	1306
kymmenittäin	adverbi	1304
moninkertaisesti	adverbi	1304
kansallisesti	adverbi	1292
arkipäivisin	adverbi	1288
tuolta	adverbi	1287
tyhjiin	adverbi	1285
vastassa	adverbi, postpositio	1278
edestakaisin	adverbi	1275
äkillisesti	adverbi	1271
oletettavasti	adverbi	1257
totaalisesti	adverbi	1244
sosiaalisesti	adverbi	1239
järjestelmällisesti	adverbi	1229
viidesti	adverbi	1229
peräjälkeen	adverbi	1226
ratkaisevasti	adverbi	1214
hartaasti	adverbi	1213
paraikaa	adverbi	1211
tukevasti	adverbi	1201
tyhjilleen	adverbi	1200
melkoisesti	adverbi	1190
välillisesti	adverbi	1189
kohtuullisesti	adverbi	1186
harvassa	adverbi	1179
harhaan	adverbi	1178
syrjään	adverbi	1178
hetkittäin	adverbi	1177
liiemmin	adverbi	1176
ammattimaisesti	adverbi	1175
oma-aloitteisesti	adverbi	1166
globaalisti	adverbi	1157
sotilaallisesti	adverbi	1154
kutakuinkin	adverbi	1149
kilpaa	adverbi	1146
täytäntöön	adverbi	1146
sisäisesti	adverbi	1145
täten	adverbi	1142
systemaattisesti	adverbi	1133
ymmärrettävästi	adverbi	1130
alasti	adverbi	1128
alemmas	adverbi	1125
vastedes	adverbi	1122
ympäriinsä	adverbi	1121
vakituisesti	adverbi	1120
jäljiltä	postpositio, adverbi	1119
sangen	adverbi	1118
arviolta	adverbi	1116
luontaisesti	adverbi	1105
vaihtoehtoisesti	adverbi	1097
henkiin	adverbi	1095
negatiivisesti	adverbi	1095
ulkoapäin	adverbi	1093
omillaan	adverbi	1092
muulloin	adverbi	1089
mielissään	adverbi	1087
selin	adverbi	1078
rajoitetusti	adverbi	1074
kyllin	adverbi	1073
taktisesti	adverbi	1066
edullisesti	adverbi	1060
kaikkialta	adverbi	1056
alueittain	adverbi	1054
terävästi	adverbi	1050
takaperin	adverbi	1045
hakusessa	adverbi	1034
karkuteillä	adverbi	1032
menestyksekkäästi	adverbi	1022
tiukassa	adverbi	1022
luvattomasti	adverbi	1021
entäpä	adverbi	1020
luotettavasti	adverbi	1018
okei	adverbi	1017
uhkaavasti	adverbi	1017
voitokkaasti	adverbi	1009
varuillaan	adverbi	1002
villisti	adverbi	1001
äärimmilleen	adverbi	1001
strategisesti	adverbi	1000
seasta	postpositio, adverbi	998
kulloinkin	adverbi	990
täysimääräisesti	adverbi	984
tallella	adverbi	980
taasen	adverbi	978
eettisesti	adverbi	975
tyynesti	adverbi	965
tilastollisesti	adverbi	964
myöhemmäksi	adverbi	963
syvään	adverbi	963
ikävästi	adverbi	959
loputtomasti	adverbi	958
tahallisesti	adverbi	957
yksilöllisesti	adverbi	956
hajallaan	adverbi	949
tyrkyllä	adverbi	948
poispäin	adverbi	947
äsken	adverbi	945
paikalla	adverbi, postpositio	943
hanakasti	adverbi	938
intohimoisesti	adverbi	930
kiitettävästi	adverbi	927
maantieteellisesti	adverbi	926
vaisusti	adverbi	923
lupaavasti	adverbi	916
tuloksellisesti	adverbi	916
vaarallisesti	adverbi	915
yksipuolisesti	adverbi	915
ties	adverbi	913
alhaalta	adverbi	910
kauaksi	adverbi	904
ennakkoluulottomasti	adverbi	903
lopussa	postpositio, adverbi	903
irrallaan	adverbi	900
joustavasti	adverbi	898
ennenaikaisesti	adverbi	897
väkevästi	adverbi	893
hiukka	substantiivi, adverbi	891
tiukilla	adverbi	888
äkkiseltään	adverbi	888
tuosta	adverbi	887
kaltoin	adverbi	886
koville	adverbi	885
entäs	adverbi	883
nähtävästi	adverbi	880
takaapäin	adverbi	880
fiksusti	adverbi	873
kaksin	adverbi	873
OK	adverbi	871
ymmällään	adverbi	867
kunnittain	adverbi	866
postitse	adverbi	849
ani	adverbi	843
erilleen	adverbi	840
suvereenisti	adverbi	837
ansaitusti	adverbi	836
mitä	adverbi	835
jotakuinkin	adverbi	832
tieteellisesti	adverbi	826
lähekkäin	adverbi	821
juridisesti	adverbi	820
sinnikkäästi	adverbi	820
huostaan	postpositio, adverbi	817
ylihuomenna	adverbi	817
vaivihkaa	adverbi	816
rumasti	adverbi	812
korkealle	adverbi	810
poikittain	adverbi	810
yksitellen	adverbi	810
musiikillisesti	adverbi	809
kivasti	adverbi	806
paikoilleen	adverbi	805
surkeasti	adverbi	805
ajallisesti	adverbi	803
rivakasti	adverbi	799
leveästi	adverbi	797
visusti	adverbi	797
pitkäjänteisesti	adverbi	793
etupäässä	adverbi	791
oikealla	adverbi	791
näytille	adverbi	790
toisaalle	adverbi	788
laadukkaasti	adverbi	787
kahdestaan	adverbi	785
epäilemättä	adverbi	782
ulkoisesti	adverbi	782
äänekkäästi	adverbi	782
ylemmäs	adverbi	774
lainvastaisesti	adverbi	769
psyykkisesti	adverbi	769
pikkuisen	adverbi	765
digitaalisesti	adverbi	764
huolimattomasti	adverbi	761
lujasti	adverbi	760
järin	adverbi	757
moraalisesti	adverbi	757
aikojaan	adverbi	753
kiireellisesti	adverbi	753
viisaasti	adverbi	749
onnekkaasti	adverbi	747
epäsuorasti	adverbi	746
reaaliaikaisesti	adverbi	746
visuaalisesti	adverbi	740
muodollisesti	adverbi	737
onnellisesti	adverbi	737
siitä	adverbi	731
realistisesti	adverbi	728
suotta	adverbi	728
kiireesti	adverbi	725
jalkaisin	adverbi	724
pikemmin	adverbi	723
ekologisesti	adverbi	722
kosolti	adverbi	722
vaatimattomasti	adverbi	722
allegro	adverbi, substantiivi	720
vaivattomasti	adverbi	715
mar	adverbi	714
päättäväisesti	adverbi	714
kaupallisesti	adverbi	711
nöyrästi	adverbi	709
lävitse	adverbi, postpositio	708
alemmaksi	adverbi	705
raivoissaan	adverbi	704
kuudesti	adverbi	701
nyttemmin	adverbi	701
vierellä	postpositio, adverbi	699
jäljillä	postpositio, adverbi	698
myöhässä	adverbi	696
sisäänpäin	adverbi	688
suht	adverbi	688
kiihkeästi	adverbi	687
kohtuuttomasti	adverbi	685
lähempää	adverbi	684
tarkoituksellisesti	adverbi	682
